id	tweet	subtask_a
10308	liberal decide walk dangerou line allow accusation without basi whatever suppose someone accus abuse child dont right know basi make charge well	NOT
10309	ready prepare trump administration isnt go shit get hit well white county good look randolph county hide kid hide wife	OFF
10312	point guard whose assist turn	NOT
10317	god good	NOT
10325	seem like nice person may person get know could see worth care	NOT
10329	feinstein need husband investigate china deal post office deal conflict dignity	OFF
10332	media selective putrid outrage conservative liberal want know moral kavanaugh repub stand url	NOT
10363	meme circulate time antifa riot leave either ignore celebrate course fool	NOT
10376	boner hasnt live real world year	NOT
10377	sit tonight think make well wanna back maga next year	NOT
10396	scream attack judge sure	NOT
10401	incoming gun control patrol	NOT
10414	sociopath incapable feel empathy period	OFF
10420	miss inmate number	OFF
10421	isee lemming	NOT
10424	really dem behind violence mas murderer confrontation antifa wake	NOT
10434	send kaine ecstatic basement boy find niche work fbi black coordinate amp join antifa terrorist organization url	NOT
10444	physically threaten boy completely slander name tim honestly say shit course like say fuck least own apologize death threat way line	OFF
10455	smear supreme court justice snow what next ultra leave nazi liberal	NOT
10460	strictest gun control law country say go ban gun criminal seem prove get chicago	OFF
10465	well say buddy well say right	NOT
10495	new bill aim send mask antifa activist jail year url	NOT
10496	ive friend edz erin since leave bangladesh bright young lady	NOT
10498	way defend worst auburn time part way	NOT
10507	lmao still butt hurt loser hit lary lose love see poll	OFF
10528	person change time president change stance gun control first campaign perhap kae per nick embrace issue read upon history subject history dont seem acknowledge	NOT
10535	san nba plant	NOT
10537	liberal want gun control gun free zone	NOT
10540	blame trump hurricane show ignorance hate give salary recovery maybe help	OFF
10546	signature record geniu maga	NOT
10552	bar antifa sharpen stone buy silly string	NOT
10553	amaze person see thing different	NOT
10555	japan common sense amp foresight pander muslim like may doe story political suicide ge2020urluserextory	OFF
10567	correct wrong wasnt play woman also minority asian way talk play man	NOT
10571	do john ker would jail say cve longer position govt doesnt mean continue illigal lygo oing around meet talk ppl shouldnt even room say law	NOT
10576	rei evangelion concept design	NOT
10582	please could author brill article something rescue exit remain iac enslave forever unelected comm sion federal fanatic plu conservative say farewell gov least could trust tory	NOT
10583	thankyou also pretty kind url	NOT
10586	good jimmy one offset plunge market share take	NOT
10587	talk worst year player yankee history	OFF
10590	look like democrat right side history conservative alway wrong prove otherwise upper eastside buck ever eat applebee	NOT
10592	prochoice pro aca reasonable gun control find stand issue	NOT
10605	hopefully voter realise could end shit show well midterm	OFF
10607	gun control advocate must stop fall assure electorate love horrific	NOT
10619	probably indoctrinate maga url	OFF
10621	imnotamuppetima62215lb voter puerto rican decent doesnt take white liberal like	OFF
10627	come video manami disc usted greg seriously take advantage son fame greg	NOT
10629	need court clairvoyant liberal	NOT
10637	antifa muslim world	NOT
10641	still excuse parent use amp use	OFF
10642	keith talk antifa amp support url	NOT
10645	maybe ntqanonqarmytrainwwg1wga drain deep state maga url	NOT
10648	welcome url	NOT
10653	figure douche would	OFF
10659	maga url	NOT
10660	trump trump trump maga	NOT
10663	mag aka win	NOT
10665	weak argument consider gop congressman shoot baseball practice person wear maga hat routinely attack antifa mob commit violent act wear mask etc	OFF
10667	year today founder sadly pass away mandy devote life save animal acros hope look smile know continue work start year ago forever thought mandy leigh staff amp trustee url	NOT
10668	forget run office disagree diane feinstein liberal wrong think	NOT
10669	step pivot away china tpp trump pacific partnership tell company offshore country ban product china include steal intellectual property disclose busines china maga	NOT
10670	holy fuck sorry someone violate trust like	OFF
10686	except didnt resist get today	NOT
10692	congratulation pun master	NOT
10695	say better maga	NOT
10697	get exactly deserve	NOT
10698	dont expect common sense liberal	NOT
10703	believe woman even cant even offer specific detail woman liar know liberal hypocrite try stay consistent least one event	OFF
10712	revolt	NOT
10718	sound good false will testify	NOT
10719	need marijuana lobby bribe gop like big pharma otherwise screw good america mean nothing see gun control	OFF
10725	gun control never sensible	OFF
10734	myth democratic socialism debunk url mag aka	OFF
10740	college football much interest nfl protester	NOT
10742	please dont tell go leave use unbiased part hate one definitely come aside denounce alt right say nothing antifa hatred demonize trump unbiased report	NOT
10744	userid point australian dont free speech like hate speech law person convict skirt enough hint point room deny	OFF
10755	right joe interview fox get back iowa	NOT
10767	aga hat would make pic legit	NOT
10775	bark mad url let dog hit fahim youtube url	NOT
10787	nail as	OFF
10790	fuck steeler bah mama that racist shyt dont wanna pay dude call selfish want report	OFF
10794	seriously despicable even look kid eye	OFF
10810	keep ask cause death starvation hurricane	NOT
10812	advocate a35 person debate	NOT
10813	well thanx prove right stricter gun control doesnt addres problem criminal dont care gun control doesnt apply take mean self defense away law abide ignore fact criminal use illegal gun	NOT
10821	flake flake want someone amp hear stand senate race	NOT
10825	dimly remember econ theory might apply chicago gun butt hurt	OFF
10826	report reach tweet earlier kaduna stadium	NOT
10827	fuck love cat sad	NOT
10834	charge false charge	NOT
10843	look as keep move	OFF
10845	donald trump president	NOT
10846	hogg	NOT
10852	leo okay home address pass antifa attend dsa meet	NOT
10855	common message liberal democrat remember nancy pelosi approve healthcare package obama care well see sin afterward	NOT
10859	every gather liberal look like something wish see	NOT
10862	person laughable leave alone gonna great	NOT
10864	ever meet woman guarantee would want slap shit total disgrace dumber box rock	OFF
10867	think say nyt fail fake news cant true make	OFF
10889	arm really suck gun control	OFF
10901	gosh love beautiful loaflt3 angel take care	NOT
10919	one lol	NOT
10922	dont agree want see real damsel distres play fuck marry jan emission soooo bore sh stupid url	OFF
10958	meet rain omg amaze person	NOT
10959	continue look government spend part focus fund announcement make battleground quebec summer cdn poli url	NOT
10964	cute	NOT
10969	ainu ork kkkk	NOT
10972	that trump supporter cant even wear hat without abuse meet animal leave attack antifa branch communist socialist nazi democrat party	NOT
10973	look like whole lot adult need get grip life also appear person experience los life learn except level truly feel sorry person miss development life	NOT
10974	ohno suck sick	OFF
10979	user adder still guy exist bunch far leave child dres like isi burn flag attack journalist yet young leftist activist pose journalist dont even cover group antifa violence talk bizarro world	NOT
10980	stage pain as terrorist hunt love	OFF
10981	reason dont wife as	OFF
10987	well see start talk dana sensible gun control law ignore call tragedy dry hump whore conversation talk void	OFF
11007	sick person	OFF
11020	batter ram use liberal sex amp racism sinister amp desperate beneath humanity	OFF
11027	trump call trudeau dishonest weak conservative cheer conservative canada trump supporter accept crumb fall trump table	OFF
11040	since area republic maga	NOT
11041	rs reach open everyone really intolerant shame psuedo liberal	OFF
11046	corey booker try finger blast as teenager mag walk away url	OFF
11048	suck plan team lemon	OFF
11050	yea gun control debate slur	NOT
11069	another phoney poll fake news	NOT
11075	beer red cabbage also own conservative url	NOT
11086	part plan conservative budget even layperson like know exactly would happen cut police	NOT
11090	honestly surprise come school would ping notice like accuse lot stupid stuff dont let get	OFF
11093	yeah way ruin fuck hype werent invite denny finish andrea lol	OFF
11095	int get pussy huh url	OFF
11104	daveb bore man ever grace sim thank fuck run bore	OFF
11123	could bola symptom	NOT
11127	omg idea wtf say like pink sheet stock keep reverse split eventually worthles everyone hey may keep dream need dream	OFF
11132	come ohio	NOT
11134	say white white person notice many shitty white person ami one see	OFF
11137	maryland remember vote red november need put conservative house senate kag end govt corruption washington want keep economy boom keep job url	NOT
11156	irish bad bitch	OFF
11160	forget foster child	NOT
11166	conservative hard time testify	NOT
11167	amaze liberal believe lie support agendum ford lady outright loony tune liar kavanaugh smother rule parent court year ago ford scrub social media account hide true leftist activism liar	NOT
11188	user remember witch use genitalia make false claim good man diehard democrat hate republican much will ruin goodman name name power democrat cry wolf way many	OFF
11189	read maga time wake folk url	NOT
11197	prove sh plant motivation crystal clear definite bia definition far right interest since prove time liberal play smear campaign time accuser disappear	NOT
11200	least honest want nationwide gun bani give credit place show gun control work environment control acces course gun control work acces place metal detector	OFF
11211	unique situation apparently know well supposedly date well see detail emerge url	NOT
11239	tweet whole lot conservative call victim head fake account yall keep awesome citizen jfc belong jail act way irl lock kava nope	NOT
11244	advocate gun control break current gun law place irony url	NOT
11247	take side year proof woman liberal cant think none story add political set win	NOT
11255	liberal would still vote theyll claim comment take context still man integrity	NOT
11257	user basically say code even though ever trump spoil little rich girl andover secretly want date mark hope wife family okay stand sad endeavor url	NOT
11260	wow guy play guy pitch doggy product modern family think conscience nation also get hamilton ticket	NOT
11264	gauge potential connection quantum field like differential geometry field strength tensor curvature tensor	NOT
11271	person leave racist comment post instantly block low follow account post crap think try make mag look bad racist way feel free block think ignorant po	OFF
11275	libertarian show ugly divisive two party system liberal actually lot uglier straight man need leave democratic party party man hatred leave	OFF
11281	fault never new screw report within disaster area live shot dangerou situation think detrimental viewer could see say weather cant bad	NOT
11282	child rape assembly line url via trust catholic priest trust jewish rabbi let person secret great awaken maga	OFF
11283	great state flood illegal immigrant liberal blue state look work dumb ae vote democrat figure insane	OFF
11293	point lib playbook turn dust repeat	NOT
11296	charge ellison call validate	NOT
11299	every reference wire go think exit stageleft	NOT
11305	carrey become weird like peewee herman	OFF
11312	he far sc best option dont want anyone else start reality	NOT
11317	need gun control many	NOT
11325	capitalism kill since	NOT
11326	sick white neoliberal speak black person say love hillary delude like rep black life matter appear wake enough keep rail bernie supporter know didnt care b4hillarylost2trump	OFF
11327	eric holder arm dealer jail as slip	OFF
11332	pretty	NOT
11337	great five stay thst spot permanently	NOT
11339	follow constitution victimize liberal general despise constitution	NOT
11342	miss rachel maddow show didnt look air time prove pay buttload tax mag walk away	NOT
11343	butt	OFF
11347	word amp one leave wingnut nobody would touch ampismadcausekavenaugh mom evict parent	OFF
11348	casa la michel crazy as one	OFF
11356	would help sink place rescue url	OFF
11362	great show today go flori want spank leah want stab curti wont back adam still look great at67or however old fuck bigger dick sh heshe url	OFF
11364	everytime hear catchphrase know url better iknow hate gonna spew	NOT
11369	democrat antifa bunch	NOT
11396	like put every day maga url	OFF
11402	think snl last guy wear fuck beanie mind mill	OFF
11405	grape	NOT
11409	maybe pay protest since mnu chin shut slush fund probably go pay antifa riot bus person weapon	OFF
11410	know brownshirt arm government antifa protection receive polouse show german polouse seem act like	NOT
11411	that happen let liberal get ahold gun would good place start gun control ban liberal get gun	OFF
11428	get real big url	NOT
11437	also leave call anyone doesnt like fascist call everyone leave antifa	NOT
11438	understand want title whine piss moan stop talk start get do enough already coward get beat somebody look	OFF
11449	need warm beer back college	NOT
11451	liberal never able grasp consequence example perfect response probably still unable understand though	NOT
11455	painter	NOT
11457	user try get donation	NOT
11463	believe code signal pedo samp rapist worldwide antifa peaceful protest	NOT
11485	good luck	NOT
11494	come long line bigot moron hard grapple first get better fill void fundamentally decent ppl eventually realize better	OFF
11495	truly project prior come thread doesnt seem interaction twitter lonely boy troll conservative	NOT
11496	gun control nothing take away right long agree stipulation put place	NOT
11515	dont mes around conservative dismis prejudice	NOT
11519	follow coz bite sociopath moron lethal combo	OFF
11530	believe say	NOT
11531	argument make assault decade ago complaint kavanaugh lie current ongoing enough vote align trump way handle accusation	NOT
11541	maga podcast ful block chain ful ful mean ful wise work mother ful try make wise	OFF
11546	porn hub	OFF
11552	like fuckin cool hold horse freckle ohhh hhh god	NOT
11554	read right that say believe still session virtually invisible stay go anywhere even fisa doc release public wont cover shit stream media nobody ever know	OFF
11562	think would pick fun	NOT
11563	nothing he already show heis910heisnt gonna change amp need leave stay show except amp doesnt need change	NOT
11565	well kindest person universe beautiful eye hair first person actually nice tomei meet day ago absolutely smite url	NOT
11571	mcquaid way yyyy expensive	NOT
11578	bad never like since meet year ago uppity see go must come never think good anything anyone	NOT
11580	sh brilliant	NOT
11581	violent liberal antifa party try convince heart woman knock man there around kkk hood beat stranger amp wreck town violent corrupt party ever	OFF
11582	correct nowbut2 game doesnt make season think would well well think would suck would make lose still feel way	NOT
11589	userland suck ask birthday could play never get back landon suck	OFF
11599	rubber stamp call conservative republican leave sycophant party coup keep house laughable dont want nancy pelosi speaker regurgitate fbr resistance url via	NOT
11604	go shake church grind	NOT
11616	ima brat cant deal another woman long unles relax like guy	NOT
11618	stupid concrete	OFF
11623	ive see person beautiful mention original art last eye follower get bury half assed bullshit pal someone popular	OFF
11628	trump want president narcissist still life great life taxpayer foot bill impeach trump	OFF
11633	alway aim compromise evidence special counsel use convict impeachment maga url	NOT
11640	wasnt propose scare tactic really mean aid trump easily pull good maga republican easily steal enough vote gop demand independent bring fresh breath rotten politic think	OFF
11650	obama wall wont keep terrorist away obama gun control prevent killing criminal terrorist walk away	OFF
11653	like andrea come offer believe get earn itive think since begin meet last week offer take someone else slot offer	NOT
11658	solution gun control chief url	NOT
11662	true pretty damn good though	NOT
11671	totally show spoil narcissist comment umpire never match long life think graciou defeat disgrace sport	OFF
11675	c19006vol tale blackwood third series short story maga magazine cowper url url	NOT
11679	antifa ucberkeley like	NOT
11680	read wrong read wrong o4youchecked5yousmiled7 wonder still read saw mistake right see kipped610youchecked30 second wont get back	NOT
11689	isnt basic issue survival fittest take care everyone dem main point isnt core other gun control wealth income inequality healthcare entitlement epaglblwrm agree url	NOT
11692	sayle sim ready whenever	NOT
11697	heighten belief slimfast url	NOT
11712	allusion must keep grow economy dependence bullshit job pay back unnecessary debt create growth prevent whole thing fall vote accord circumstance time election	NOT
11717	facebook tool leave liberal democratic party theyre censor conservative magamidterms2018nra2a1ab confirm judge kavanaugh confirm kavanaugh constitution day usmc navy army air force conservative url	NOT
11725	hear mei knee due pressure exert lol	NOT
11729	there false report antifa professor assault quite recall year ago upstanding scotu nominee look	NOT
11740	didnt get save money eat mcdonald much make thing relevant	NOT
11741	say gues liberal use call white power gesture url	NOT
11746	poorly word talk actual shoot mean aftermath gun control aspect	OFF
11760	ye everyone best position miss place	NOT
11763	cant pretend care woman attack conservative count get	NOT
11766	long democrat stout gun control crime reduction tactic theyll lose	NOT
11773	dont need levi jean jump gun control bandwagon	NOT
11776	republican moral stronger democrat liberal evidence try stop liberal abort existence right thing even though let kill young natural selection would win would benefit mag aka	OFF
11777	a5th columnist alway imagine patriot show traitor rationalize perfidy clearly deep state steady state swamp whatever wish call see nuisance amp triviality selection url maga	OFF
11794	type person believe trend twitter collective reality	NOT
11801	look twitter facebook currently ban conservative	NOT
11802	brandon straka nov walk away protest march dangerou leave alway turn violence profanity mask rioter since anything soro gift card know nothing violence capable understand	NOT
11805	lindsey never sink low rest hateful liberal	OFF
11806	twitter les mean environment les bias toward conservative	NOT
11810	lose entire career person despicable know believe god hell fill liberal like dianne	OFF
11812	good fortune jump sticker woman post back woman try tell sticker woman hate crime muslim	NOT
11823	please tell stream somehow go absolutely wipe floor totally actual human ted cruz	OFF
11829	gun control work gun gun definitely control	NOT
11834	cute	NOT
11848	different maga	NOT
11849	reallly pull dom smith show met belong alway look like go motion met bury seem wonder attitude hold back	NOT
11850	think billionaire truly liberal fool play part public truly liberal homelessnes would end play like fiddle	NOT
11852	william molina romero locate safe sound back love one thank community member pot thank keep sharp eye ensure safe return home url	NOT
11854	cnn trash everyone brain know	OFF
11856	liberal drink koolaid live bubble think lot person like could see clownish look act	OFF
11865	legacy crap would anyone want save crap	OFF
11875	flakeilost17guyslostlet guy job think person instead nonexistent career	NOT
11880	dont forget	NOT
11881	anarchist leave wing extremist stand antifa	OFF
11886	may consider instead theresa may isnt real name sh annette johnson mediterranean conservative terrorist org sod chequer url	OFF
11892	thank first lady service usa put vile liberal hoard everyday true patriot maga	NOT
11900	increasingly leftist newspaper might explain use weapon language white supremacist refer moderate conservative	NOT
11903	lolmy6 year old home today well tear receive star week award mis	NOT
11918	sister far kindest sweetest person alive use grandma pass may woman saint even song write mom saint write child course url	NOT
11924	first old blind guy polygraph someone pas find gop office throw fireball window wear antifa mask break university property may wear swimsuit say grope badly	OFF
11928	hear bert ernie merely ally active antifa friendship luxury oppressor	NOT
11929	user busy appease minority henceforth	NOT
11932	wonderful talk mother speech today friend amir bless strong family	NOT
11936	that almost idiotic antifa disarm thing	NOT
11944	westminster tory brexituserbrexiteer brussel moaner remain er quisling sfb pen patriot anti pro traitor snowflake bed wetter leftie luv vie liberal url	NOT
11947	course wont law dont apply conservative	NOT
11950	vote god sake move non issue month allow lib tard veer trap harden fuck let seriously kavanagh scotu maga	OFF
11952	wow sami kill	NOT
11960	shoot fifth third bank build downtown cincinnati time time url via want gun control legislation vote blue	NOT
11966	maga let set url	NOT
11971	epitome clas big fat clas	OFF
11972	come cranley minion dont talk gun control life lose inner city cincinnati one looney shoot up53 city council want talk gun control	NOT
11975	several woman mpskeyin1990 gun control debate canada min justice heavy lift introduce say gun control work probably oldest effective form crime prevention law cdn poli cdn hist url	OFF
11977	billionaire make donation democrat dont help advance leave wing cause simply cause democrat act interest billionaire like republican regardles absurd conspiracy theory alex jone pjw tell liberal like	NOT
11980	lie need sue defamation character include chuck schumer dianne feinstein lawsuit proof isnt substantiate bunch man hat two girl want free sex abortion pay government	NOT
11982	screw hear dream liberal think happen trump get remove	OFF
12011	least get person like discord	NOT
12015	rivera shit last one leave problem run day fire better	NOT
12018	like gun control bozo conservative greatest asset win election talk win red wave	NOT
12020	hope enjoy strictly train url	NOT
12026	think get picture one	NOT
12038	dont think guilty leave winger make sexual assault claim conservative	NOT
12045	moron	NOT
12049	take kavanaugh able diagnose accuser	NOT
12052	maxine need consult shrink coz suffer trump syndrome	OFF
12068	aware hillary clinton say go use nuclear weapon russia sell weapon fuel complete idiot	OFF
12081	user stun	NOT
12082	well pick wrong one	NOT
12084	year worth background check different president one slip kavanaugh confirmation kavanaugh withdraw kavanaugh scotu maga	OFF
12088	first bullet point fool cillizza also wrong clearly politically manipulate like thoma hillin1991 shameful pundit like cillizza excuse democrat cynical manipulation hold conservative higher standard	NOT
12093	go ask thing dont know	NOT
12101	think sen collin stupid coward amp bully collin conservative life for9yrsnow please vote kavanaugh let god take care rest	OFF
12106	seem like another way liberal change history	NOT
12108	smart think gen flynn sentence keep reschedule url	OFF
12113	use resi fake will join stay month	NOT
12117	think black thank god polouse behave professionally scary	OFF
12121	ye lot support stricter gun control absolutely oppose gun ban responsible gun owner capable also recognize need civilian ownership gun compromise clearly isnt strong suit	NOT
12129	he think important important	NOT
12130	know canada want seem enough problem liberal right	NOT
12136	world doesnt stop liberal wanna hijack proces delay cost	OFF
12151	talk like pirate day scurvy pirate plunder women state pension chest amp refuse parlay maroon gold doubloon wormybiscuits1950sborn woman sail alongside blast broadside amp make walk plank back one voice url	NOT
12170	like gazelle flee anti mob	NOT
12171	happy birthday tyler may god favor day amaze bless today amp alway	NOT
12178	except administration allow crime city skyrocket bloody leftist snake	OFF
12182	sick head man lose daughter	OFF
12196	correct url	NOT
12198	right dont know hell say half time would get throw show first episode	NOT
12206	wow midway samay conservative discover social house exist	NOT
12221	antifa mean anti fascist sure antifa organization million anti fascist one	OFF
12223	ancient homy couldnt cock cock fight literally illegal athen fjshdhj	OFF
12224	excite week ahead god bles president deplorable mag aka gurl	NOT
12233	nothing happen behind close door end leave month later overdose none arian busines responsible	NOT
12243	impulsive reaction look gun head bow low mane mes happen	NOT
12244	attention bigger account everything smaller vanish nowhere sometime even believe something better number follower count	NOT
12248	part problem racist wanna addres	OFF
12260	shit aaaa oooo make sure	OFF
12263	per friend correctional officer corcoran state prison ye	NOT
12264	wow type folk want teach already confuse millennial	NOT
12269	userid still take guy commie antifa	NOT
12272	bull probably debt soro pay never afraid happen give break	NOT
12282	need gun control law safer change florida vote democrat help make environment healthcare better please get vote	NOT
12295	shut wanker	OFF
12303		NOT
12304	cant watch cnn anymore conservative pundit partisan hack get cnn want balance conservative defend indefensible much	NOT
12310	conservative quit rather fight betray every claim con patriot amp fight constitution reveal extremism amp defeatism dem know win stick together history prove	OFF
12324	talk pot call kettle black ashamed cash payoff iran amp help iran become cular power would better set sale give big wave good clean mes url	OFF
12325	gues everybody get cause hillary int get none	NOT
12327	fuck cunt try size url	OFF
12332	mean still superman please eeee say	NOT
12333	liberal anderson cooper gay default mean never wrong also liberal trump po dad	OFF
12336	take take take walk away idiot party maga url	OFF
12337	investigate cht tine ford ford delete social media account suddenly want delay testimony dan antifa activist	NOT
12344	maybe drop angry routine try something funny everyone enjoy like nonpolitical joke dont think capable	OFF
12352	every one rank sh pretty rank gues rank	NOT
12356	user pick random conservative issue try force fit indian narrative next might gun control	NOT
12386	hard know colin slip stop nike begin	NOT
12389	proud creativity bring student truly asset	NOT
12391	another liberal pawn use democrat attempt derail kavanaugh confirmation dont believe word liberal friend enemy state leave america better without person like liberal	OFF
12398	bernie supporter try assassinate republican congressman another assassination attempt case paul attack home trump cabinet member amp supporter harass attack country single democrat speak bob	NOT
12404	sweet law beautiful	NOT
12406	user get death threat url	NOT
12409	well love	NOT
12422	embarrass citizen	OFF
12425	king ggg	NOT
12434	there something wrong liberal audio simply revert blah blah blah blah blah blah blah ive look trouble shoot there fix source audio amp circuitry cant convert insane real word url	NOT
12435	ive notice lot conservative thoroughly disingenuou engage twitter	NOT
12441	find younger woman doctor dont ignore say know body inclusive everything hospital even update sheet include non binary gender sexual identity instead common sex gender option	NOT
12459	perhap promise position money	NOT
12461	dump mastercard	NOT
12468	please hear welcome	NOT
12476	trump classify information nothing subject investigation fbi doj repeatedly say much back quackery	NOT
12477	ye goonewegoallwwg1wga great awaken maga god bles america god bles humanity	NOT
12482	one threaten alla ploy sympathy attack conservative	NOT
12490	fuck seriou italian talk father bear sicily ridiculou notion idiot think leave antifa stand anti fascism dictator right wing	OFF
12496	that like amp fly never airplane unles donnie take plane amp hold hand whole time right next know mei would sit lap amp hold onto afraid fly	NOT
12502		NOT
12506	bother feel whoever still support racist half black daughter daughter black dont get family doesnt see anything wrong support	OFF
12523	agree wecht impeach yea socialist antifa buddy decide call mrd office abuse staff threaten other cosponsor impeachment law enforcement get involve	NOT
12524	tua type vision	NOT
12531	fuck game watch	OFF
12532	carter worst one term president pass title byob first black racist president kinda like black jefferson davi	OFF
12533	aunt crabby bake special cookie child worry go heat attack	NOT
12535	hmmm nfl today didnt even search watch tenni amp baseball one kneel wont watch next week either	NOT
12548	sh far cloud sh long since forget common sense let alone american person feel sh another michael bloomberg try push view everyone else state represent	NOT
12554	show liberal decent person	NOT
12558	bernier supporter conservative enough need move right max say room ndp conservative dont understand thoughtful conservative call hypocrisy keep get meme fraud url	NOT
12559	that nothing new go vote anyway vote liberal november url	NOT
12564	user private url	NOT
12569	censor potentially sensitive material panic dcqanonwwg1wga	NOT
12587	alway blue dont seem much except help like neighbor champagne socialist	OFF
12590	sweetest swear	NOT
12593	seem les shooting guy apparently need gun control law	NOT
12602	like mince around understand deny porn	OFF
12604	goo goo google	NOT
12606	go get crush	NOT
12609	thing democrat lie stall stop trump president do lately trump kavanaugh maga dem suck	OFF
12616	amy ook think child god also spring young lady show conquer anything say stronger god proud soamimrheughantoo say article big fus answer	NOT
12623	virtue signal downfall future sportswriter look back	NOT
12633	cant help amaze	NOT
12637	sound like join antifa gov state recently take anti polouse stance wont sign certificate recognize p20 law enforcement officer polouse combat competition excellence thin blue line mag aka blue life matter law enforcement	NOT
12645	protect america shame trump gop	NOT
12654	hollywood elite	NOT
12662	need look keith treatment woman dem already know maga url	NOT
12667	justify use violence instigate use similar justification say hate america wish violate right send antifa ideology end person try violate right destroy country	NOT
12668	deal liberal bet cause dont care get hurt long get want confirm kavanaugh	NOT
12670	alia red alway liar person puerto rico life squalor govt official hide supply send mis report death toll due hurricane top lie	OFF
12681	kind like conservative wanna associate everyone leave communist antifa member	OFF
12684	user pay look twitter horrible	NOT
12695	lindsey sean hannity talk echo chamber simply hear journalist news pundit weird conspiratorial agendum support well craft partial fact aim narrow audience really laughable fool trump	OFF
12703	million conservative march poll	NOT
12706	say man stand sensible gun control hypocrite	OFF
12719	pope complicit make mistake anyone harm child	OFF
12740	already gunsthanpre1996 gun control free person right defend family threat lethal force good deterrent would criminal	NOT
12741	show single case antifa actually murder someone far right murder someone charlottesville hypocrisy work way	NOT
12743	funny reclaim gun control help yet apparently southside deem iraq lol chicago strictest gun law yet highest gun violence	NOT
12747	perfect description antifa fascist hit bag	OFF
12748	hypocrisy much that enemy person fake news political opponent hide crime liberal big stuff url	OFF
12754	hesgothisweefaketapfae turkey prove loyal	OFF
12758	hyt enemy person	OFF
12762	read comment dear boy burn alive still talk gun control gosh person	OFF
12774	holy shit brainwash yabe	OFF
12779	contact follower	NOT
12780	best cast announcement since riker excite love much meet twice sweetest	NOT
12785	wouldve choose headline leave love bernier personally could delight important thing election prevent conservative gain power look ontario proof	NOT
12789	chicago record number homicide gun control law work	OFF
12791	resound maga	OFF
12795	gun control enough enough	OFF
12796	pl take look sign gordon deep threat goodwin hurt need	OFF
12802	mark twain eye love	NOT
12803	awesome job president trump maga	NOT
12806	user hhh dont let conservative see url	NOT
12809	people vote top exit remain dont want either know leave slogan go use better stay useles goverment url	OFF
12810	wait dim go preach gun control	NOT
12812	lucky bitch	OFF
12840	kkk amp gun control tradition dem start kkk hat black start gun control stop arm klansvictims2agun sense gun ownership whatever take inform liberal truth url	OFF
12842	double absolutely stupid never double pair eight	OFF
12851	politically correct speech gun control law attack constitution hypocrisy show	OFF
12855	resistance blm antifa kae per nick nothing false outrage	NOT
12856	dig one dope sha	OFF
12880	one best teacher know friend	NOT
