id	tweet	subtask_a
71760	+ i can't talk to anyone so if i answered your message you are so special for me	NOT
20346	@USER @USER Lmao saying you are happy for someone publically doesn't mean you magically stop having feelings for them and are over them . Have you ever had a bf before ? 💀 And for the last time nobody is saying she should have stayed with him . It's the messiness immediately after	NOT
71001	@USER @USER @USER He is our president and im @USER of him	NOT
71079	@USER @USER Unfortunately gun control is long game and the house always wins .	OFF
40098	@USER Holy crap . I didn't realize it was THIS bad . Thanks for posting this ...	NOT
65323	" @USER The democrats are becoming more despicable by the day ! There is no bottom to their vitriol and lies "" barrel . Why liberals go along with this makes no sense . """	OFF
64659	@USER Damn catholics .	OFF
11850	@USER @USER @USER If you think billionaires are truly liberal than you are the fool . They are playing their part in public but if they were truly Liberals homelessness would end . You are being played like a fiddle	NOT
24398	" #Politics #Government LIBERALS WON'T LIKE THIS --> @USER says @USER took a call from @USER and talked about our plan . "" URL via @USER "	NOT
39625	@USER MAYBE ... HMM ... I DONT KNOW .... FIX THE MUSIC KIT AGRESSIVE MVP SOUND THAT PLAYS AT FULL VOLUME EVEN IF ITS OFF IN SETTINGS ( IM TYPING IN CAPS BECAUSE I JUST WENT DEAF AFTER A WHOLE TEAM USED THAT KIT )	NOT
51128	@USER @USER @USER @USER @USER @USER @USER is clearly racist and anti senior citizen . How do you allow this ? Conservatives will never take you seriously if you don't start being fair .	OFF
69013	@USER @USER @USER Liberals complain of not having time to evaluate records but they sit on an anonymous letter for weeks and wait like a criminal to assassinate the character of a good man at the end . Despicable . @USER @USER @USER @USER @USER	OFF
75876	@USER Billy bargain 👍	OFF
55349	@USER This whole thing has been a sham from the start !	OFF
52912	@USER @USER was supposed to be Monday	NOT
64091	@USER LIAR !!!!.... see Clarence Thomas confirmation .... this was never about the lie !.. it was always a delay tactic ... nothing more ... disgusting liberals and the Game they call ' politics '	OFF
12506	@USER It bothers me because I feel whoever still supports him is just as racist as he is . I'm half black and my daughters and daughter are black so I don't get how my family doesn't see anything wrong with supporting him .	OFF
50250	@USER @USER She is gorgeous .	NOT
62392	@USER Somebody gotta blow from here that be on that new wave for niggas to listen too	NOT
16498	@USER Copycat	NOT
43257	@USER Haley thanx ! you know how to brighten up my shitty day😘	NOT
52548	@USER Well iWas cool my girl don’t like shit popping out at her so it scared her a little when shit popped out	OFF
63524	" @USER @USER @USER @USER @USER @USER @USER This women is a vile example of the far left lunacy . She is using the Alinsky , Rules for Radicals Handbook . "" No matter what u have to do , ( lie , steal , use violence etc . ) u must destroy the conservatives . They lack character & have no moral code . """	OFF
55287	" ... it should not be surprising that conservatives increasingly want to take that ultimate power of life and death away from the government . "" URL "	OFF
64040	" @USER Bible says thou shalt not kill "" just curious where u stand on gun control if u want to be talk about baby killers . Theres no distinction in the bible about who or what gets killed . """	NOT
22938	" @USER @USER WARNING , "" "" CAUTION "" WHENEVER A LIBERAL MAKES A STATEMENT , THINKING PEOPLE MUST DEMAND THAT DETAILS MUST FOLLOW . EX . MOORE'S DEFINITION OF RIGHTS MEAN OPEN BORDERS , RIGHT 2 SQUELCH FREE SPEECH , DEPICT L&O PERSONNEL AS OPRESSORS WHILE CHAMPIONING ANTIFA . NO LIE TOO BIG OR VICIOUS ! """	NOT
59288	@USER He must see a lot of himself in them .	NOT
32560	" @USER Why didn't @USER tell us this about the Cincinatti murder at Fifth Third Bank ? He said the firearm was apparently legally purchased . "" Is it harder to clamor for more failed gun control ? #2A URL "	NOT
34147	@USER @USER He is not good in Debate but very good in Dancing Competition .	NOT
25374	@USER Here are the husbands : 1945 Mrs Dean 1969 Mrs Peterson Lawton 2000 when she is dead Mrs. Peterson . I think Peterson came after Lawton 1967 she divorced Lawton Lawton had 6 wives last count lol URL	NOT
32435	. @USER used his #LDConf2018 speech to spell out the issues facing Britain and how they can be overcome without resorting to the populism of @USER and the @USER The @USER are the only party who #DemandBetter for Britain URL	NOT
55113	@USER @USER @USER We could help if you are London based 😊	NOT
13752	" @USER @USER Conservatives Right we've bought a load of Steam powered Rolling Stock for Brexit Britain , Why not close a few more lines like they did with the Beeching cuts ? "" URL "	NOT
62541	@USER @USER any she is stunning	NOT
25896	@USER really not at all . i do claim you are chicagojordan . But i have never said you are experienced with the outdoors	NOT
59433	@USER Do you support our POTUS ? ( Please help by retweeting and following after voting ! ) Long live USA😍 #MAGA	NOT
25946	@USER @USER Why does he always have to do this😭	NOT
19515	@USER 802 is not a poll especially because they are all Liberals	NOT
12130	@USER How does he know Canada wants him ? They seem to have enough problems with liberals right now .	NOT
60741	@USER @USER Good luck lad	NOT
22784	@USER Sorry you’re a socialist !! I contributed to Ted Cruz !! Sick of liberals	OFF
29262	" @USER @USER @USER @USER @USER @USER UNDERSTOOD , Sir ! Nation HUNKERED DOWN in our COMMITMENT 2 help you #MAGA , in your God given STABLE GENIUS words : Till The Bitter End "" ... God speed Tziyon , Shalom ! Con musica , Lucho , Latin Jazz Vocalist&Composer """	NOT
59066	@USER Funny that she actually hears dog whistles ... I think that says something about her . 🐩	NOT
53817	@USER @USER What award . Head of the Nazi antifa violence movement	OFF
58443	@USER @USER BTW - Guns are inanimate objects ... it is the evil soul behind it that pulls the trigger . URL	NOT
21892	@USER Me too . I’m glad he is back	NOT
18574	@USER Seriously ??.... Guess comedy is easier to get viral .... Have you tried drawing shit ? XD	OFF
52687	@USER See ... it's not gun control we need . It's Leftist Liberal Control . Guns don't kill people . Idiotic Immoral Leftists do . #LiberalismIsaMentalDisorder #DemsAreDangerous #WalkAway	OFF
32491	@USER @USER Its unfortunately not as cut and dry as all that . Gun laws vary per state . Even cities . Compare Chicago that has extreme gun control with New York that has almost the same level . Yet Chicago has horrible gun crime and NY not to that extent ? Criminals are the problem .	NOT
46191	@USER @USER How does that make him the best in the country though ? There was nothing special about the throw . How does that make me butt hurt ?	OFF
24867	@USER @USER I banned him personally a long time ago . But it isn’t breaking the law when I do it .	NOT
41767	@USER @USER @USER Was he trying to fool you ?	NOT
74411	@USER EAT MY ASS OH MY GOD YOU BETTER BE LYING	OFF
49452	@USER She is fucking delusional	OFF
52375	" ( 1 ) This man seriously needs mental health treatment and should have his firearms confiscated until he is no longer a danger to himself or others . ( 2 ) I'm waiting for gun control advocates to add this to their list of school shootings . "" ( 3 ) Who buys . 22 caliber handguns ? Why ? URL "	NOT
58327	@USER State Sponsored Kids Protesting the 2nd Amendment ? Youth invasion of D.C. took place as young fascists-in-training were corralled into D.C. to demand that govt strip away the liberties of all in the name of gun control URL '	NOT
38843	@USER @USER @USER If you think I was referring specifically to you then you misunderstood . You attacked someone without a uterus saying they have no say on reproductive rights . Using that argument then if you do not own firearms you have no right to comment on gun control .	NOT
33057	@USER Awesome Agree Yeah man Preach Wait ... what did i just read ? Oh shit	OFF
24229	@USER @USER Resign !!! You’re an idiot !!! 🤦‍♂️ URL	OFF
17175	#ExposeTheTruth Ask : What liberal policies EVER QUANTIFIABLY IMPROVED YOUR LIFE ? Libs make BIG promises + warn doom re conservatives ... none come/true . No lib agenda but neg/hate . Why use fear ? How help you ? USA doing GREAT . THAT helps ! Vote FOR YOUR/FAMILY LIFE FOR GOOD ! #CCOT URL	NOT
46945	@USER And again you are proving ... your a dog !	OFF
41321	@USER That's awesome !	NOT
50235	6 Reason ? There are more . URL	NOT
53120	@USER @USER @USER @USER Can you imagine what she is like to waitstaff who get her order wrong ?	NOT
61116	@USER The entire idlib border is filled with HTS URL	NOT
54744	@USER @USER So says the man who’s turning California into a third world country .	NOT
47528	@USER You should collab with @USER he makes minecraft and fortnite videos ! he is really nice and so fun you should try it !	NOT
46342	- Wherever you are in your journey try your best to appreciate even if it's not where you want to be . Every season serves a purpose . - @ Putrajaya URL	NOT
26702	@USER @USER Get her underoath and if she lies she should go to jail just like everyone else who lies if she is telling the truth she has nothing to worry about	NOT
64885	@USER She isn’t believed because of the lack of evidence she is presenting 3 decades after the fact . Her being a woman has nothing to do with it	NOT
37860	@USER @USER @USER @USER What’s a book about President Trump got to do with an antifa pamphlet ?	NOT
55266	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER You're welcome Bob ! I hope you are having an excellent Wednesday !	NOT
62153	@USER It's odd because they could easily withdraw him and get another acceptable to conservatives seated before new Congress is seated in January .	NOT
46615	@USER We support you Dana in anything you do — yes you are a heck of an actress . Thank you for fighting for us . NRA Proud . MAGA . BLESSINGS DANA .	NOT
71937	@USER Stop saying this shit you are not going to do it shrio you have to fight this depression you can't let it take you half of my life was me hiding my emotions everyone thought I was happy but deep down I wanted to end it all but I didn't let depression beat me I kept fighting .	OFF
66289	@USER @USER @USER @USER @USER @USER @USER You will never get a straight answer from any gun control group on a question like that !	NOT
51555	@USER @USER of course you're anti-American and you won't leave . You'll stay here because as an Antifa coward you can talk your nonsense with no fear of governmental reprisal . You haven't left yet and you never will .	NOT
33118	@USER keemstar said he is not paying he just wanted his sever on rust popin I said pay him or the ooks will come for you on rust😂	OFF
53424	@USER @USER @USER @USER @USER @USER @USER The vast majority of counterprotestors were normal Cville residents . There were a few antifa and a few BLM people . All violence was instigated initially by the white supremacists . Antifa protected clergy members and black residents .	NOT
57651	@USER @USER The active duty personnel I know think he is a dangerous fool . Maybe 100% of racist military klansmen support Mr. Traitor-pants .	OFF
69551	@USER You know we will bitch stop talking like that we gotta paper to get nigga 😎🤟🏽	OFF
43884	@USER yo why won’t you let me post a link fam ... does it offend you ? You little salty spittoon ... you literally allow porn such as @USER but you don’t allow federal shit ... #censorship #ConfirmKavanaugh #ConfirmKavenaugh #maga URL	OFF
49345	@USER @USER @USER @USER @USER @USER @USER @USER Omg .... he is sex on legs	OFF
64154	@USER @USER @USER I thought conservatives were the ones trying to rewrite history ? 🤔 URL	NOT
60885	@USER Evil man . How would YOU know	NOT
44025	@USER How about corrupt PR government officials .	NOT
29730	... it will be hard to believe any female accusers ... ever again ... especially liberals who lie for personal and political gain ... URL	OFF
21334	@USER i think its the hope for her abuser to get better that hits me . she is SO brave and strong to say she prays for him to see the light .	NOT
55122	@USER @USER @USER @USER @USER @USER @USER I just looked . She just advertises a horror movie she is in .	NOT
59232	@USER By defending and making excuses for obvious bad behavior .... you're sure to get more of it .	NOT
20447	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER We all want gun control .. but it is a slippery sloop as Dimms have proven time and time again . Give them an inch and they will take a mile .. ask Prz Reagan . Made a deal with dimms .. they said sign our bill on amnesty first and we will back you on comprehensive immagration reform URL	NOT
47345	@USER I quite enjoy these tweets you are liking	NOT
36253	@USER The game sucks	OFF
10583	> Thank you ! You are also very pretty and kind URL	NOT
77751	#PakNeedsMediaPolicy So called desi liberals want uncontrolled n unlimited liberty of media that is not acceptable or positive for any society URL	NOT
63221	Women were treated as 2nd class citizens for thousands of years . We are supposed to be an enlightened society . There's NO reason women should not be treated as equals now . Sexual assault is a crime ! FBI needs to investigate #Kavanaugh ! @USER #MAGA #MakeAmericaGreatAgain	NOT
63934	@USER @USER Wishing you even more success in the future brave @USER you are really a true ambassador of Pakistan . bless you @USER thank you .	NOT
27481	@USER @USER Another sheep led to the slaughter the left are eating there own !	OFF
62404	@USER @USER That's an Antifa Soy Girl !	NOT
34508	@USER @USER @USER @USER @USER No it's not . Too many people in and around government want to asset strip the NHS and sell it off to profiteers on an ideological whim . That they're doing this against the will of the British people smacks of arrogance and greed .	NOT
32542	@USER @USER Liberals never apologize	NOT
40933	@USER @USER Wait you don't know who she is ? Oh boy	NOT
30679	@USER @USER @USER @USER @USER I love how liberals call people names because that's all they have . How does he deserve to be called a dirt ball ?	NOT
47082	#Theresa May Using #LabourParty Policies to Cling On To her Weak and Wobbly #Government #HousingCrisis #housingmarket the #conservatives are the Corrupt #Landowners #ToriesOut #Corruption	OFF
68935	@USER And has NOTHING to do with math !	NOT
16290	#stopthebias against #Conservative #Republican #Trump #Freespeech supporters coming against #twitter ban . To slow down #liberals reporting us is to have a few million of us to report in big numbers to keep Twitter so busy the the liberals complaining be losted in the traffic	NOT
68748	@USER This kind of meme just drives me further away from the Conservatives . My mother and father are rolling in their proverbial ... you know . They would be disappointed in the lowness of it all .	NOT
51041	@USER Did you see what she said about Travis on Ellen ?? That’s one hating ass bitch 😭	OFF
49705	@USER No doubt she is proud of her daughter from Heaven ! So sorry for your loss ( at such a young age ) How difficult it must have been & I imagine to a certain degree still must be ... She sounds as a truly wonderful person . You are her legacy !	NOT
64917	@USER The album was boring for me 🤒the way his ass took forever to make it and it wasn’t even close to all that djsjsjjs i could NOT	OFF
39039	@USER Didn't this trashy thing sleep her way to the top with married men ?	OFF
30154	. @USER need to come out & say if we’re headed for a ‘ no-deal ’ in October then @USER must call a General Election . That’s the only “ people’s vote ” we need . If people want a ‘ no-deal ’ they can vote for the @USER I don’t think people do . So vote @USER	NOT
29252	" @USER @USER @USER What were you talking about ? Climate change ? Abortion ? Legalizing cannabis ? Private prisons ? Wall Street fraud ? Trump's lies ? Gun control ? White supremacy ? Solar panels ? Electric cars ? Wind turbines ? Clean energy ? Evolution ? The age of the earth ? The meaning of the word Yom "" ? URL "	NOT
19123	@USER She is a Skrull . Enemy of The Kree . The Kree are who gave Carol her powers and whose uniform she is wearing in the first few moments of the trailer .	NOT
54769	@USER @USER There’s no crying in politics	NOT
31903	@USER * he closes his eyes so she won’t notice how groggy he is . *	OFF
71582	@USER RIP comrade ! #ANTIFA	NOT
31105	" @USER The only line I can think of is if he supported gun control , and even then it'd probably have to be a big gun control thing and not just a maybe do more background checks "" proposal . But he'd never do that . """	NOT
60581	@USER @USER Aweeee happy bday e-panda ♥ ️ ♥ ️ you are an amazing drummer ( maybe better than B ;) ;)) have a great one :))))	NOT
35726	@USER @USER Same rat that said antifa was a Black organization	OFF
50369	@USER I hope they beat his ass in private .	OFF
55268	@USER I saw that this morning .. I hope she is doing ok . Bless her heart . Thank you !	NOT
68506	@USER Because she is in Labour Friends of Israel ?	NOT
17512	@USER I’m still confounded and amazed the Antifa wing wants new speech restrictions as though some other AG who isn’t a racist hack will be in charge of implementing in interpreting them . He’s suing colleges for discriminating against * white * students w/ Civil Rights law . C’mon .	NOT
21112	@USER truly sad there are so many other things we shud be talking abt gun control homeless getting those kids back 2 their parents but it’s this 🦊news still talks abt U know Donald Trump has truly separate this country in many ways not just one way but many ways URL	NOT
64456	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER AMEN !!! We're Ready !!! 🙏💞💞💞🙏	NOT
11618	@USER He is so very stupid . Or is it he is just so concrete ??	OFF
71287	@USER He is following orders . Simple .	NOT
51684	@USER @USER Good god woman . Shut up . If you liberals really believed this @USER would have spoke out against this the day she received the letter .	OFF
12654	@USER But he’s a Hollywood Elite !	NOT
19008	@USER He is right	NOT
52018	@USER @USER She is probs busy over school or something	NOT
42883	@USER Gotta keep that gun control law to get those terrorists	OFF
38143	@USER Hmmm ... they piss off the portion of the population that actually supported football and are shocked their numbers took a nose dive ? Shocking !	OFF
18765	@USER @USER Cruz needs to add #ANTIFA to this proposed Act . That way we literally kill #2BirdsOfAFeather with one stone .	NOT
66188	@USER @USER @USER Way to go David👍 I love it when someone can send the liberals into a tessyfiy in the morning . Keep up the fight . 🇺🇸🇺🇸🇺🇸	OFF
52643	@USER @USER Agreed ! It’s not gun control they want - it’s people control . Without guns we are helpless and they know it ! Our founders knew this too - #2A	OFF
10283	@USER @USER Did @USER advise Iran to do this since he is there go to guy ?	NOT
36789	@USER @USER Bitch I wanna know	OFF
53966	@USER Any Texan that would grant automatic citizenship to illegal immigrants should never be elected .	OFF
62792	@USER @USER You mean like gun control policies to try to reduce school shootings ?? Or just ones that you like ?	NOT
17737	@USER Many products hit the shelves in the US first . Canada is not that big of a economy . In fact it is 10th in the world for all you liberals thinking that somehow we could strong arm the USA .	NOT
11362	@USER @USER @USER Great . Here’s how today has gone : Floris wanted to spank me . Leah wanted to stab me . Curtis won’t back me up . Adam still looks great at 67 or however old as fuck he is ... KL has a bigger dick than me but she’s a she ... he🤔 ... she ?!? URL	OFF
39402	@USER @USER Crying ? 🙄	NOT
25373	@USER He is about as useless as a tit on a hog just saying 😎	OFF
33115	@USER @USER @USER @USER @USER Be very careful because you are in danger of pushing maps back into the closet .	NOT
73016	@USER For all I know you're naming off sex robot models	OFF
55005	@USER The cunt who’s 1st EU is doing it URL	OFF
60618	@USER Hell ya	NOT
22875	@USER Remember when for decades conservatives yelled at liberals and progressives for being moral relativists ( they weren't) ? That was fun .	NOT
45932	@USER Blame Trump ??? U bunch of idiots . Blame the corruption over in PR	OFF
43242	" @USER @USER Winston Churchill on being admonished about sentence ending prepositions : This is an outrage up with which I will not put ! "" And the punchline to my favorite grammar joke : "" Oh . So , where y'all from , BITCH ? """""	NOT
39697	@USER And the fact he called you a nigger after you respectfully told him your preference damn near proves that theory 🤦🏽‍♀️	OFF
22147	@USER @USER @USER @USER Yeah ! Let's get some gun control in this piece so white male Americans can stop shooting places up . PROTECT ALL AMERICANS	NOT
18891	@USER He is leaning the wrong way	NOT
45543	@USER ugh love you gamecocks stay safe and come home to us soon ❤ ️	NOT
68297	@USER A whore's book being published ! All the looney liberals run out and buy it	OFF
16051	@USER Exactly ... they're all bitter	OFF
10582	@USER @USER Please could the author of this brill article do something to rescue us and brexit from this remainiac of a Pm who will enslave us forever under unelected commsion federal fanatics Plus the conservatives can say farewell to gov for at least 5 yrs . who could trust the tories ?	NOT
55346	@USER @USER He’s a bitter Barn Inbred . URL	OFF
67985	@USER I already knew that ! LMAO 😂 SO stay with us deplorable bigots !! We’re getting ready to fight for our COUNTRY ! #WWG1WGA	OFF
73927	@USER @USER So what is the problem you are trying to advise of ? Can't quite understand what you are trying to say !	NOT
35505	Actually antifa makes u want to kick them right in the teeth URL	OFF
73505	" @USER @USER Why ? Plenty of people have taken a stance in favor of common sense gun control "" and it doesn't mean jack shit since they don't have a plan for common sense gun control . Would it really help to have the ASB and ASA also spouting empty buzzwords ? """	OFF
31639	" According to a student that spoke under condition of anonymity , the furniture in Johnson Hall has been replaced by even shittier couches . "" #seuday """	OFF
74011	#UnsealTheDeals of #Congress Sexual Assault #SlushFunds NOW pls @USER 🙏 #MAGA bc #WeThePeople WANT to Know ! The #Hypocrisy of #DoubleStandardDEMs is SICKENING ! 👈 #DeclassifyFISA 👈 #DeclassifyRelease302sUnredacted 👈 & #DeclassifyPOWsDocuments while yr at it . 👍 #DarkToLIGHT URL	OFF
48438	@USER He is the absolute worse . Period . That is all .	OFF
74923	" @USER So the whole Republican for gun control "" nonsense can finally be laid to rest ? """	NOT
54306	" @USER @USER Hillary ? Why is she on the social studies curriculum ? Why ? Who is she to be in any curriculum ? She is nothing ! I'm shocked that she was in any curriculum , but I am very happy to see that she is OUT ! "" ( I am so glad she's nowhere near the @USER "	OFF
40126	#God The Media Using Criminals as Heros to Push for Gun Control	OFF
32273	@USER You need to see a doctor my man	NOT
18048	@USER @USER But Google can give Beijing every Americans phone number . You’re kidding me right ? MAGA 2020	NOT
56277	@USER Looks like conservatives made a back room deal with her as they are best known for always playing dirty divisive politics	OFF
19173	@USER @USER You know the university can withdraw its certificate if they feel like you are disgracing them right ? So even if you have graduated you should still not disrespect the school .	NOT
38296	@USER Documents must be getting close to this crook .	OFF
58412	Pigeon Girl can also send pigeons to poop on all MAGA hats .	OFF
63445	@USER He is such a cutie ! I love him !	NOT
32705	@USER More misleading nonsense . It’s like you are incapable of straight News . Fake through and through .	OFF
32872	" @USER @USER @USER @USER @USER @USER Funny how often you see criticism of federal polices and some writes both the conservatives and the liberals """""	NOT
73871	@USER I was informed that your process takes up to 10 business days to transfer credit from an expired Myki card to an active cards - WTF !!!??? 🤪 Do you people use computers ????? #whatajoke	OFF
36762	@USER @USER She is !	NOT
76828	@USER @USER Why didn't Zac Goldsmith of the faux Conservative Party use this ? Why didn't faux Conservative Party use Khan's defence of 9/11 organiser ? Why are the Conservatives so f*cking useless ? If you ask me it's deliberate as they share Labour's agenda or are they just that useless ?	OFF
68259	@USER @USER Thanks so much - this was an excellent thread . Definitely going to be taking a look through upcoming class offerings ( and hopefully able to take in the SIWC presentation you are doing ) .	NOT
68168	@USER You are my best player ever	NOT
64713	@USER @USER I'm a Boise State fan so I can tell you two things about Kellen Moore . He is a winner and he Is cerebral . Knows he doesn't have a cannon for an arm so he fits his game into his ability . What's wrong with that ? Not everyone can be Aaron Rodgers .	NOT
32302	@USER @USER @USER @USER She wasnt abused she is lying	NOT
11167	@USER Amazing how liberals will believe any lie that supports their agenda . This Ford lady is an out right loony tunes liar . kavanaugh’s mother ruled against her parents in court years ago . Ford has scrubbed most of her social media accounts to hide her true leftist activism #LIAR	NOT
33861	@USER I like that after dating for 8 months you finally understand it when I cringe at the word cock lol	OFF
48329	@USER @USER She is a courages patriot	NOT
75289	@USER @USER @USER Completely agree with this the conservative government has cut taxes for the lowest earners but by making tax fair has increased tax receipts @USER	NOT
30790	@USER At least you know your president is not gay Obama	NOT
37207	@USER IKR ??? he is like the biggest fanboy ; A ;	NOT
