10164	@USER @USER I think he talks about illegal immigrants and their drugs in the community. Mostly liberals are people who finance the import of drugs into this country.	NOT
10172	@USER @USER Can you ask Dana how she cares about her home in (South?) Caroline? Is it close to the coast? I am currently in North Carolina (first time visiting), and I am greeted with a hurricane! A great day .. 😥😨	NOT
10173	@USER @USER Why is she embarrassed by 2 whole audience Bravo He needs 2 kicks to 2 curb quickly No one is worthy of my dignity	NOT
10176	@USER This is a democratic party in a panic. They want violence, so America’s trumps are not so successful. I offer all the small children of antifaus there .. do not do it. It will be regrettable .. immediately.	NOT
10181	@USER @USER @USER Please stop calling the losers &quot;elite&quot;	OFF
10189	@USER She is a nasty woman rat.	OFF
10200	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Абсолютно.	NOT
10201	@USER We don’t need to talk about gun control; we need to talk about crime control.	NOT
10203	#PresidentTrump won the lawsuit - #CA Court reoriented #GunControl Law ... #GOA #NRA #GunRights #SelfDefense # A2 # firearms #MolonLabe # weapons	NOT
10214	@USER Finally, an administration that cares about its legitimate citizens	NOT
10216	@USER @USER @USER Yes, you are right, and I do not understand what they see in him. I&#39;m just grateful that he is no longer in the office.	NOT
10221	@USER @USER Liberals captured all major cities here, but Fort Worth	NOT
10223	@USER @USER @USER Poor Tiffany. The best trump card she is.	NOT
10224	@USER She is the best	NOT
10234	@USER @USER Geez I hope the British Labor Party is better than the Australian Labor Party. I see no daylight between them and the conservatives who are neoliberal (they say no). Let&#39;s see how they go in December. URL. Popular at every step - personal interest! URL	NOT
10238	@User love you bitch	OFF
10253	@USER @USER you are awesome! Thank. You give hope to humanity!	NOT
10256	Agree a great idea! It is a pity that we could not also remove it from existence! #MAGA #PatriotsUnited #ProLife #ProIsrael #WeAreQ. URL	OFF
10258	@USER When you play inside, you are not beaten inside. I agree, not a big mistake. I&#39;m glad you found it, because I doubted my mind again.	NOT
10265	@USER Brazil	NOT
10267	@USER @USER @USER @USER @USER @USER Conservatives who like draft dodgers. I like it.	NOT
10283	@USER @USER @USER advised Iran to do this, as he is there to go to the guy?	NOT
10293	@USER PR people tried to tell us about it last year, but you were too busy beating Trump by mayor Cruise. For you people, 3,000 people&#39;s lives were worth it to make Trump look bad. You are all a shame!	OFF
10299	@USER @USER @USER You&#39;re good Candy You&#39;re good 🤣🤣	NOT
10303	@USER He is so lame outside the cage. Caged killer	OFF
10304	@USER Whatever dude, if you want to use the tactics of Antif, you must meet the baton of the riot police	NOT
10305	@USER I definitely think she’s trustworthy when compared to a man who lied under oath 4 times !!	NOT
10308	@USER You liberals have decided to go this dangerous line; allow charges without any reason. Suppose someone accuses you of abusing your children. Do you not have the right to know who it is and on what basis they charge? Well?	NOT
10309	@USER Get ready! Be ready!! Because the Trump administration is not going to do shit if you get hit !! Well .. if it&#39;s a white district, you&#39;re good .. watch out for the Randolph district !! Hide your children !! Hide your wives !!	OFF
10312	@USER @USER @USER @USER @USER He is a point guard, whose help in the turnover was 1/1.	NOT
10317	@USER God is good to us 🙏👍	NOT
10325	@USER If you seem to be a good person? Maybe if people recognize you, they will see that you should take care of you?	NOT
10329	@USER @USER @USER # Feinstein has to go. Her husband should be investigated in his China mail transactions. It is in conflict, and it is below dignity.	OFF
10332	#meDIAtoo Selective putrid indignation ONLY ON CONSERVATIONS, ONLY LIBERAL, who want us to know how much they are MORAL !!! Re: Kavanaugh and ANY OTHER REPUBLIC that will confront them! URL	NOT
10363	@USER @USER @USER @USER @USER During the unrest, the meme was spreading anti-fascism, and the left either ignored or celebrated them and, of course, were not fools.	NOT
10376	@USER Boehner has not lived in the real world for 40 years.	NOT
10377	sit here tonight, thinking and it made me good, want to return to Magu next year	NOT
10396	@USER Scream and attack the judge? Of course.	NOT
10401	@USER incoming gun control patrol	NOT
10414	@USER @USER @USER He. Is an. A. Sociopath. They are unable to feel sympathy. Period.	OFF
10420	@USER @USER All he misses is the prisoner&#39;s number	OFF
10421	@USER @USER @USER All I see is lemmings	NOT
10424	@USER @USER @USER Really? These were the Demes who were behind all the violence from mass murderers to confrontations with antifa. Wake up	NOT
10434	@USER Sen Tim Kane was delighted, his son in the basement found his niche, working for the FBI as a black opera, coordinating and joining the terrorist organization Antifa! URL	NOT
10444	@User did she physically threaten the boys or us? Did she completely slander their name? no, she was not I, frankly, not so that she spoke this shit, of course as if she said it and screwed up. but at least she accepted this and apologized. but death threats go beyond.	OFF
10455	@USER Lubricate the Supreme Court judges now? What&#39;s next for the ultra-Nazi liberals.	NOT
10460	@USER And do they have some of the strictest arms control laws in the country? As the proverb says, if you ban a weapon, only criminals will have it! It seems to prove it here, go and bring them Chicago.	OFF
10465	@USER Well said, buddy well said! You are right on 100 💯	NOT
10495	The new bill is aimed at sending Antifa activists to prison for 15 years. URL	NOT
10496	@USER @USER I have become friends with Zerin in FB since she left Bangladesh. She is a bright young lady.	NOT
10498	@USER Unable to protect @USER. He is the worst for Auburn. Time to part	NOT
10507	@USER @USER @USER @USER LMAO! It still hurts you that your loser Gitlari lost. Love it. See you at the 2020 election Baki.	OFF
10528	@USER @USER People change over time. Why did the president change his stance on gun control after his first campaign? Perhaps Kaepernick accepted this question after reading the story of this subject - a story that you do not seem to recognize.	NOT
10535	@USER Он завод НБА!	NOT
10537	@USER ... but the liberals want weapons control and weapons-free zones.	NOT
10540	@USER Trump&#39;s accusation of a hurricane reveals his ignorance and hatred ... if he only has to pay his salary to restore them, maybe then he can help	OFF
10546	&quot;@USER Uh ... ALL of their signatures are recorded&quot;, &quot;genius. 🚂 #MAGA&quot; &quot;&quot;	NOT
10552	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER This is a bar where antifa sharpens its stones and buys their stupid threads?	NOT
10553	@USER @USER It&#39;s amazing how people see such different things!	NOT
10555	@USER @USER @USER This is because there is a prime minister in Japan with a common sense and foresight. They do not indulge Muslims as they CAN. TORY POLITICAL SUICIDE - GE 2020 😄 URL @ USER ex TORY	OFF
10567	@USER Correct me if I&#39;m wrong, didn&#39;t she play women ??? Who was also a minority, who was Asian. By the way she speaks, she plays a man.	NOT
10571	@USER, if I did what John Carey did, I would go to jail .. just to say that you are no longer in a government position doesn’t mean to keep fooling around illegally, meeting and talking to people you don’t even have to visit the same room with more. just saying !! we have LAWS !!	NOT
10576	@USER is the gospel of evangelical concept / design @USER 😭😍	NOT
10582	@USER @USER Please, could the author of this brilliant article do something to save us and Brexit from this surviving PM, which will enslave us forever with inescapable federal fanatics. Plus, conservatives can say goodbye to the government for at least 5 years. who could trust the tories?	NOT
10583	&gt; Thank you! You are also very nice and kind URL	NOT
10586	@USER Good for you, Jimmy ... your only pair makes up for a 50% drop in their market share.	NOT
10587	@USER Can we talk about his worst year among players in Yankee history?	OFF
10590	@USER Looks like the Democrats are on the right side of the story .... Conservatives are always wrong ... Prove a different way.	NOT
10592	@USER @USER @USER Are you for the choice? Are you talking about ACA? Are you for reasonable control of the weapon? Where can we find your booth for questions?	NOT
10605	@USER They should. We hope that voters will understand that they could end this shit show long before the interim results.	OFF
10607	#GUNCONTROL lawyers must stop falling at all to assure the electorate that they also like the HORRIFIC 2A URL	NOT
10619	&quot;Likely acquaintance&quot; &quot;. #MAGA URL&quot;	OFF
10621	@USER @USER I&#39;m not a mappet. I am a 6&#39;2 ”215-pound voter, a decent Puerto rican who does not take BS from white liberals like you.	OFF
10627	@USER Just came here from the video, and damn, Greg is seriously discussing me, he uses the glory of his sons ......... f *% k greg ..... 🔥	NOT
10629	@USER Who needs courts when you have clairvoyant liberals.	NOT
10637	@USER Antifa of the Muslim world	NOT
10641	@USER @USER Still no excuse ... Where are her parents? They use it, and he uses it.	OFF
10642	@USER @USER Keith, did you talk about ANTIFA and your support? URL	NOT
10645	Maybe we are not #qanon #qarmytrain # wwg1wga #DrainTheDeepState #MAGA URL	NOT
10648	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER are Пожалуйста. URL	NOT
10653	@USER Numbers. He is a jerk and will do it.	OFF
10659	Just #MAGA URL	NOT
10660	@USER @USER TRUMP TRUMP TRUMP MAGA!	NOT
10663	@USER WILL BE WINNING	NOT
10665	@USER @USER @USER Weak arguments, given that GOP congressmen were shot at a baseball training session. People in MAGA hats are under constant attack.	OFF
10667	1 year today our founder passed away sadly. Mandy has dedicated her life to saving animals across the UK. We all hope that she looks down upon us with a smile, knowing that we are continuing the work that she began more than 20 years ago. forever in our thoughts Mandy Lee From all employees and trustees URL	NOT
10668	@USER @USER You forgot not to run for office, disagree with Diana Feinstein or the liberals, or were mistaken.	NOT
10669	@USER @USER @USER A few steps from China - TPP: TRUMP Pacific partnership! - Notify US companies of offshores in other countries - Prohibit products from China that include stolen intellectual property - Do not disclose IP for doing business in China	NOT
10670	@USER Damn it, I&#39;m so sorry that someone broke your trust	OFF
10686	@USER Except that she did not resist, and this led her to where she is today 🙄	NOT
10692	@ USER CONGRATULATION YOU PAN MASTER 🎉🎉	NOT
10695	@ USER 79% say they are equally better! #MAGA	NOT
10697	@USER GETS ACCURATE THAT THEY CAPTURED	NOT
10698	@USER Do not expect common sense from the liberals.	NOT
10703	&quot;@USER @USER @USER @USER Believe all women, even those who cannot even offer any specific data.&quot; &quot;&quot; These other women are liars! &quot;&quot; I know that liberals are hypocrites, but try to remain consistent in at least one event.	OFF
10712	@USER @USER It&#39;s lousy.	NOT
10718	@USER @USER Sounds good, false or not, she is ready to testify	NOT
10719	&quot;@USER @USER We need a lobby for marijuana that can bribe the GOP like a big pharmacy does. Otherwise, you screwed up. Just because it&#39;s good for America, it doesn&#39;t mean anything ... look at gun control &quot;&quot; &quot;&quot; &quot;	OFF
10725	@USER @USER @USER @USER Weapon control is never reasonable.	OFF
10734	. @ USER: 7 myths about democratic socialism unmasked the URL #MAGA #KAG	OFF
10740	@USER College football is much more interesting than NFL protesters.	NOT
10742	@ USER, please don&#39;t tell me you left? To use to be impartial for the most part, but the hater definitely comes from the side that has condemned the alternative right, as it should be, but says nothing about anti-fascism and their hatred. It demonizes Trump, who again is not an unbiased report.	NOT
10744	@USER @USER @USER I would say that he is Australian, and we do not have freedom of speech, as in the United States. And we have hate speech laws that people have been convicted of. This skirt is enough to hint and indicate, but there is no place to deny.	OFF
10755	@User You&#39;re right, Joe. I can give an interview to Fox when I get back from Iowa.	NOT
10767	@ USER A MAGA, hat will make this photo legal!	NOT
10775	@USER @USER Go crazy about the fact that you are the URL, who released the dogs, Behit Fahim - YouTube URL	NOT
10787	@USER @USER you pinned this ass	OFF
10790	@USER @USER Fuck Steelers boo on my mom, this is some kind of racist jester that they do, they don’t want to pay this dude and call him selfish for not wanting to report	OFF
10794	@USER @USER You&#39;re seriously so mean. How can you even look your children in the eye ...	OFF
10810	@USER @USER I keep asking ... What is the cause of death ??? Fasting or from the hurricane itself ????	NOT
10812	@USER So are you advocating a debate of 35 people or what?	NOT
10813	@USER Thank you for proving to us that stricter gun control does not solve the problem, since criminals do not care about gun control, as this does not concern them. Again, taking funds for self-defense from respecting the law and ignoring the fact that criminals use illegal weapons.	NOT
10821	@USER @USER @USER @USER @USER Who is Flake? If Flake wants to be someone and hear that he is in favor of the Senate race!	NOT
10825	@USER @USER I vaguely remember the Econ theory, which can be applied to Chicago. What was it? &quot;Guns and butt hurt?&quot;	OFF
10826	@USER Reports reach you? But you tweeted earlier that you are at Kaduna Stadium	NOT
10827	@USER I fucking loved this cat, I&#39;m so sad	NOT
10834	@USER charged for false accusations? Why not?	NOT
10843	@USER Just look at your ass and keep moving 🤦🏽‍♀️	OFF
10845	@User donald trump as president	NOT
10846	@USER Hogg 💩	NOT
10852	@USER Is #LEO good with their home addresses forwarded to any antifa that attends several DSA meetings?	NOT
10855	@USER @USER This is a common message from liberals and democrats. Remember, Nancy Pelosi, we have to approve the package of medical services - Nursing, and then see what happens in it ...	NOT
10859	@USER @USER Why does every meeting of liberals look like I have not seen?	NOT
10862	@USER @USER you people are so funny, leave them alone, she will be gorgeous.	NOT
10864	@USER @USER If I ever met this woman, I can guarantee you that I would just like to give her a slap in the face. She is a complete shame! Dumber than a box of stones	OFF
10867	@USER @USER I thought you said that the New York Times &quot;failed&quot; and &quot;fake news.&quot; So it cannot be true; it&#39;s done!	OFF
10889	@User only hand? He really sucks in gun control.	OFF
10901	@ USER Oh, MY POOP !! I LOVE HER!!!! beautiful loaf &lt;3 you are an angel for taking care of her!	NOT
10919	@USER What? Lol	NOT
10922	@USER I disagree with you. But if you want to see the real poor girl, play Jane&#39;s damn mission. They are sooo boring. she&#39;s such a stupid url	OFF
10958	@USER @USER And we met him in the rain, my God, he is such an amazing person	NOT
10959	, @USER continues to study government spending. Part II deals with funding announcements made on the battlefield in Quebec during the summer. #Cdnpoli URL	NOT
10964	@User you are just cute	NOT
10969	@USER Ain uor kkkkk	NOT
10972	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER That&#39;s why Trump supporters can not even wear a hat without violence. If they meet animals on the left, attack them. Antifa is a branch of the communist-socialist-nazi democratic party.	NOT
10973	@USER @USER It seems that adults need to master life. It also seems to me that people who experience loss of life, you learn, except at any level. I am sincerely sorry for the people who missed this development in life. 🙏🏽	NOT
10974	@USER @USER Oh, no !! It sucks 😭 what if you are “sick” 🤮🤢	OFF
10979	“@USER @USER However, these guys exist because of a group of extreme left-wing children who dress like ISIS, burn flags and attack journalists. However, our young left-wing activists, posing as journalists, &quot;do not even cover the group. #Antifa does all the violence. Talk about a strange world! &quot;&quot; &quot;	NOT
10980	@USER This stage was so painful in the ass for a terrorist hunt, I liked it	OFF
10981	@USER The reason you don&#39;t have a wife is because you are an ass.	OFF
10987	&quot;@User @User I just speak into emptiness.	OFF
11007	@USER @USER @USER You are a sick person	OFF
11020	@USER 2 rammers used by liberals; sex and racism. Sinister and desperate	OFF
11027	&quot;@USER Trump called Trudeau very dishonest and weak,&quot; and conservatives applaud. Conservatives in Canada are Trump supporters. They will take any crumbs that fall from Trump&#39;s table. &quot;&quot; &quot;	OFF
11040	@USER @USER Since we are a republic ..... no. #MAGA	NOT
11041	#RSSReachesOut Now it is open to anyone who is really intolerant. Shame on these liberals psuedo	OFF
11046	@USER @USER Corey Booker, when I was a teenager, tried to blow my ass. #MAGA #WalkAway URL	OFF
11048	@USER @USER @USER sucks. Any plans? You have to team up with lemons!	OFF
11050	@USER Yeah, no more arguing about gun control. Just fuzziness.	NOT
11069	@USER Another weird survey !! #FakeNews	NOT
11075	@USER Beer Can Red Cabbage also belongs to conservatives URL	NOT
11086	@USER &quot;All Parts of the Plan&quot; from Conservative Budgets! Even a layman like me knew that this is exactly what will happen if police actions are reduced! 👏👏👏👏👏👏 to @USER	NOT
11090	@USER I, frankly, not surprised when I came from the school where you studied. Why do you need vaping? I noticed that they like to blame you for a lot of stupid things, but don’t let it come to you.	OFF
11093	@USER yes, a way to destroy the damn excitement. That&#39;s why you weren&#39;t invited to Dennis after we finished with Andreas, lol.	OFF
11095	Do you have pussy? URL	OFF
11104	@USER @USER @USER @USER DaveB is the most boring person who has ever graced SIMB. Thank you hell he ran away from boring	OFF
11123	@USER may also be sick with Ebola	NOT
11127	@USER @USER Oh, no. You have no idea what you are saying. It is like a pink sheet blank, which continues the reverse splitting. Ultimately it will be useless for everyone. But hey can keep dreaming. We all need dreams.	OFF
11132	@USER, when are you coming to Ohio?	NOT
11134	@USER @USER $ 10 says he / she is white. Any other white people notice how many crappy white people, or am I the only one who sees this?	OFF
11137	#Maryland do not forget to vote #RedNovember 6th. We need to put conservatives in the House of Representatives and the Senate in #KAG and put an end to corruption in Washington. We want the economy to flourish and keep its job. URL	NOT
11156	@USER Irish Bad Bitch	OFF
11160	@USER I forgot that he is their adopted child!	NOT
11166	@USER, why is it so difficult for conservatives to testify?	NOT
11167	@USER It&#39;s amazing how liberals will believe any lie that supports their agenda. This lady Ford is a liar with silly melodies. Mother Cavanaugh ruled against her parents in court several years ago. Ford cleared most of her social media accounts to hide her true leftist activity. #LIAR	NOT
11188	@USER She will be remembered as a witch who used her genitals to press a false accusation against a good man, because she is a firm Democrat who hates Republicans so much. She is ready to spoil the good male name to all in the name of power. Democrats cry too much.	OFF
11189	Some reading for # MAGA - time to wake people up URL	NOT
11197	@USER @USER @USER @USER Just proves that she is a plant. The motivation is crystal clear. Certain bias. Your far-right definition is interesting, as it has been proven time and time again that the liberals play a smear campaign every time. The accusers then disappear.	NOT
11200	@USER @USER @USER @USER At least you&#39;re honest that you want to ban weapons to the whole country. I give you credit for that. And the only place where you can show that the weapon control system is working is controlled access environment. Of course, gun control works if the only access to the site is through metal detectors.	OFF
11211	@USER @USER This is a unique situation, because apparently they knew each other very well. Presumably from. We&#39;ll see when more details appear. URL	NOT
11239	&quot;@USER @USER&quot; There are many conservatives in this tweet calling for the victim to go to a fake account. You will all remain amazing citizens! IRL. #LockThemUp #KavaNOPE	NOT
11244	@USER Advocate gun control by violating existing gun laws ... # URL URL	NOT
11247	@USER Why do you take her side? 35 years have passed and there is no evidence, because you are women and liberals - you cannot think. None of her stories add up. This is a political setting to win.	NOT
11255	“@USER Liberals will still vote for him. They will argue that his comments were taken out of context and that he is still an honest person. ” &quot;&quot; &quot;&quot;	NOT
11257	&quot;@USER She basically says in the code: despite the fact that I am a spoiled little rich girl NeverTrump from Andover, I secretly want to meet Mark S. - I hope his wife and family are fine with this ...&quot; &quot; SE stands for &quot;Sad efforts&quot; &quot;URL&quot;	NOT
11260	@USER Wow, the guy who played the guy exposing the dog product to Modern Family thinks he is the conscience of the nation. Also can I get Hamilton tickets?	NOT
11264	@USER @USER The calibration potential is a coupling to a quantum field, as in differential geometry. and the field strength tensor is a curvature tensor.	NOT
11271	People who leave racist comments on my posts will be immediately blocked. There are a small number of subscribers posting this crap, and I think they are trying to make #MAGA look bad. If you are a racist, you can block me, because I think you are ignorant POS	OFF
11275	@USER, as a Libertarian, all this shows me how ugly and disjointed the two-party system is. Liberals are actually much worse. All naturals must leave the Democratic Party. A detachment of male hatred. Leave!	OFF
11281	&quot;@USER My fault was never that the news teams reported from disaster areas; it was only live in dangerous situations. I think it is harmful because the viewer could see it and say: if he or she that weather, it can&#39;t be so bad. &quot;&quot; &quot;&quot; &quot;	NOT
11282	URL # Child- # Rape Assembly Line via @USER We cannot # trust #Catholic #priest. We can&#39;t trust #Jewish #rabbi - Why do we allow these #people to have #secrets? #GreatAwakening #MAGA @USER	OFF
11283	@USER Our great state was flooded with illegal immigrants and liberals from blue states who are looking for work. Then these assholes vote for Democrats !? !!! Go figure it out. It&#39;s all crazy.	OFF
11293	@USER At what point does the Play Lib book turn to dust after repeating the same BS again and again?	NOT
11296	@USER @USER what about the charges against Ellison with 911 calls to check, and that was not when 17	NOT
11299	@USER Whenever you refer to a telegram, all I&#39;m going to think is to leave the scene on the left.	NOT
11305	@USER Kerry is getting weird, like peeeee Herman ...	OFF
11312	@USER @USER He is the best option for SC. I don&#39;t want anyone else to start. It is simply the reality of who he is.	NOT
11317	@USER Many need gun control	NOT
11325	@USER @USER Capitalism has killed more than it has since 2000	NOT
11326	@USER is sick of white neo-liberals who favor blacks who say they all love Hillary. They are so misguided. It’s as if they are just repeating the “black life case”, so they may seem awakened enough to continue to curse against Bernie’s supporters. Because you know that they didn’t care b4 Hillary lost 2 trumps	OFF
11327	@USER Eric Holder is an arms dealer and should be in prison.	OFF
11332	@USER You&#39;re not beautiful 😘	NOT
11337	@USER you are great on the top five. Can you stay in this place forever?	NOT
11339	@USER Following the Constitution does not pursue. @USER and the liberals generally despise the Constitution.	NOT
11342	@USER @USER @USER Did you miss Rachel Maddow&#39;s show? She had several of them. She did not look at them until airtime. She proved that he paid his ass in taxes. #maga #WalkAway	NOT
11343	@USER What&#39;s that ass	OFF
11347	@USER @USER @USER @USER Her word against him and one more! She is a left nut that no one touches, and this is crazy, because #Kavenaughs Mom had to evict her parents!	OFF
11348	@USER Go to La Casa de las Micheladas !!!! They have crazy asses!	OFF
11356	@USER @USER @USER will help them, but is he in his sunken place .. @USER for help? URL	OFF
11362	@USER @USER @USER Great. Here’s how it went today: Floris wanted to spank me. Leah wanted to hit me. Curtis will not support me. Adam still looks great in his 67 years old or no matter how damn he is ... KL has a bigger penis than me, but she is she ... he ... ... is she?!? URL	OFF
11364	&quot;@USER Every time I hear this key phrase, now, you know, the URL is better than this,&quot; &quot;I know that hatred will erupt.&quot; &quot;&quot;	NOT
11369	@USER @USER @USER @USER Democrat Antifa. Ta or Download Links.	NOT
11396	More like #Putin every day. #MAGA URL	OFF
11402	@USER I thought it was SNL. The last guy is wearing a damn hat with a mill on it.	OFF
11405	@USER Grapes!	NOT
11409	@USER @USER Or maybe pay for their protests, since Mnuchin closed this dirty foundation. Probably going to pay for the riots of Antif. Overtake people and weapons.	OFF
11410	“@User @User &quot;&quot;	NOT
11411	@USER This is what happens when you let a liberal take a gun. This would be a good place to start gun control. To ban liberals from getting weapons.	OFF
11428	@USER Here she is! Got a very big 😱 URL	NOT
11437	@USER Also, “the left call everyone who doesn’t like the fascist.”&gt; He calls everyone on the left Antife.	NOT
11438	@USER @USER I understand that she wants to be called, but all these whining, writings and moans stop talking, and they start doing it long enough, you are a coward when you need to beat someone when they don’t look.	OFF
11449	@USER All you need is a warm beer, and I&#39;ll be back in college.	NOT
11451	@USER @USER Liberals have never managed to understand the consequences ... your example is the perfect answer ... although he probably still cannot understand it.	NOT
11455	@USER He is an artist	NOT
11457	@USER She is just trying to get more donations 😏	NOT
11463	@USER @USER @USER I have to believe that this is a code in order to signal pedos and rapists around the world for the peaceful protest of Antif.	NOT
11485	@USER Good luck @USER ... no	NOT
11494	@USER I&#39;m from a long line of fans and morons. At first it&#39;s hard to fight it, but it gets better. Fill the void with fundamentally decent people, and you will eventually realize that you are better.	OFF
11495	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER He really projects. Before logging into this thread, it doesn&#39;t seem like he was tweeted, only a lonely boy troll to conservatives.	NOT
11496	&quot;@USER @USER @USER @USER @USER control of a firearm has nothing to do with deprivation of rights&quot; &quot;As long as you agree with the conditions that you have imposed.&quot;	NOT
11515	#DontMessAroundWith conservatives. Dismiss them with prejudice.	NOT
11519	@USER @USER @USER I follow the fact that it is not only a tacitus, but also a psychopath, and a moron, all death combos.	OFF
11530	@USER @USER @USER I believe that you are who you say.	NOT
11531	@USER @USER It will be argued that the attack took place decades ago, and there were no other complaints about Kavano. But he lies in the present and permanent. This is enough to vote against him. Now he is set on Trump as he makes accusations.	NOT
11541	@USER #MAGA their blockchain podcasts. but it is important about what it means to bewise of a working mother who are trying to do so ...	OFF
11546	@USER This is for PornHub ...	OFF
11552	@USER It&#39;s so damn cool .. .. hold your horses .... freckles ... ooooooooooooooooo	NOT
11554	&quot;@USER @USER You read Q again, right? That&#39;s what Q says. I believe it&quot; too, but still ... Sessions are practically invisible. RR is there to stay. He is NOT going anywhere, even when the documents are FISA released to the public. Will not be covered by ALL Shitstream media. No one will ever know! &quot;&quot; &quot;	OFF
11562	@USER I think I would choose it just for fun ...	NOT
11563	@USER Nothing. He has already shown you who he is. 9/10 It will not change. And you need to leave. Remaining, you show him that you exclude him as he is, and that he does not need to change.	NOT
11565	&gt; Well ... she is the kindest person in the universe! She has the most beautiful eyes ... and hair. She was the first person ... who was really kind to me ... I met her only a day ago ... but I am absolutely amazed. URL	NOT
11571	@USER McQuaid is too expensive for you.	NOT
11578	@ USER Very bad! Never loved him since I met him many years ago! Very arrogant, but you see what goes up, must come down! Never think that you are too good for anything or anyone!	NOT
11580	@USER She&#39;s great. You do not.	NOT
11581	@USER @USER @USER @USER @USER This is a brutal liberal anti-anti-faction party! NOW are they trying to convince us that they have a heart? And some woman knocks our men. They walk with hoods KKK, beating up strangers and destroying our cities. The most brutal corrupt party.	OFF
11582	@USER You are right, but 2 games do not make a season. I thought he would succeed (but not so well). I thought D would suck (what they do) and it will make them lose. I still feel that way.	NOT
11589	@USER @USER Landon sucks I asked him for his birthday if I could play with him, but he never came back to me, so Landon, you suck	OFF
11599	&quot;. @ USER rubberstamp @USER calls on @USER &#39;conservatives&#39; (#Republicans, who left her coup in the simophantic party) to &#39;keep the House&#39;. Laughter. FBR #Resistance - URL via @USER&quot;	NOT
11604	@USER @USER This will shake the church to the ground!	NOT
11616	@USER I am a brat ... I can not communicate with another woman for a long time if she is not relaxed as a guy	NOT
11618	@USER He is so stupid. Or is he just so specific?	OFF
11623	@USER I have seen people with the most beautiful (not to mention original) art that I look at. but have only 70 followers, because they are buried by scum. all because they are not friends with someone popular	OFF
11628	“@USER @USER @USER Trump wanted to be president because he is a narcissist. He still lives a great life &quot;,&quot; but only now we, the taxpayers, are paying the bill!	OFF
11633	@USER has always sought to compromise the evidence so that the Special Counsel cannot use them to convict @USER during the impeachment. @USER @USER #MAGA @USER @USER @USER @USER @USER @USER @USER URL	NOT
