id	tweet	subtask_a
56032	@USER I love my penis and want to keep it . Would rather smoke a joint .	UNT
19543	@USER @USER @USER way more accurate than most theories . Most history ancient Egypt ect is all made up BS . It’s all been fabricated for us I don’t claim to know why . But if you start looking into history ect there’s no fucking proof of anything . Enjoy the show . Our consciousness is def changing #Doit	UNT
32451	@USER Fuck yeah !	UNT
16985	@USER @USER It takes a 2sec Google search to see who this accuser is - I'll help the mindless uneducated liberals . URL	UNT
34237	#HomeOffice releases one #Terrorist a week and 46 in the year to March ? Report was prior to #Choudary being released . I have Home Office Document in full in a link on my stream .. questions asked are laughable #MAGA #MEGA #MBGA #MBGA #Conservatives #Muslims #Migrants URL	UNT
19435	@USER Damn he fell victim to a little thing called TOS much like the ones on his own site URL URL	UNT
49216	@USER @USER @USER @USER @USER @USER @USER Lolololololololo are u kidding me . The ANTIFA shows up at all protest to stop freedom of speech . Open your eyes . Where did the ANTIFA come from democrats the snake party	UNT
71573	@USER @USER Abso-fucking-lutely . That shit was here already !	UNT
35359	@USER yyyy fuck no bitch we decided we both was gone steepppp	TIN
91626	@USER Lmao I have it too . Shitty quality but I don’t mind it either . The lowlands one sounds better 👍🏻	UNT
33322	@USER @USER Just looked up his work History he is listed on the Board of Leading Age Services Aust ( LASA ) and comes from Medicare Local Alliance ... what ever the hell that is	UNT
29880	@USER 😅😅😅😅😅😅😅😅😅 gun control fun a statue of a stupid child under a desk are going to change peoples if that is the case they are stupid because i for will not give up my firearms or free speech or my rights to no one or no government ! Fuck you !	TIN
28812	@USER This all I get 😢 damn these haters deleting you IG for no reason ... URL	TIN
42219	" @USER There are deals on Mexico EU trade and other trade deals . We don't need or want a gun control deal or a Climate "" deal """	UNT
24154	@USER bro they were laughing into her face and almost pissing their pants and i was standing beside it like wtf mind ur own business	UNT
70596	#DickDurbin is from Illinois . #Chicago has the strictest gun control and is a gang and drug killing field . URL	UNT
95200	@USER @USER @USER @USER @USER Bitch .. URL	UNT
62509	@USER oh shit uhhh what ao3 fic is this	UNT
77647	@USER Does anyone care what that dirtbag says ???	TIN
71929	@USER i just gave Beto $100 and you all should as well . Trump called Ted's wife ugly and he is still licking his boots for help with reelection .	TIN
88585	@USER @USER @USER My auto correct Gggrrr she is a * crazy witch *	TIN
52415	@USER was literally just talking about this lol all mass shootings like that have been set ups . it’s propaganda used to divide us on major issues like gun control and terrorism	TIN
73980	@USER Clearly it does bc the cheerleader is smaller than the other girl and she whooped that ass after being slammed to the ground and everything	UNT
98294	Rosenstein’s 300 Attorneys ‘ Helped ’ Vet Kavanaugh – Now Sexual Abuse Charges URL which go back to his highschool days and can't be proven & Named witness DENIES #Pathetic #ConfirmKavanaugh #PJNET #CCOT #maga #KAG2018 #Trump2020 #NoMoreProgressiveLiberals	TIN
18560	@USER No and they’re expensive ass hell	UNT
77665	@USER Tbh these days i just don't like people in general i just don't connect with people these days just a annoyance ..	TIN
60401	@USER Gun Control means using both hands . And in this case means acquiring the correct target . You can’t fix stupid .	UNT
36697	@USER One could say that she is the one coward . She could probably end this charade but continues to sabotage our country with her silence . Plus she’s a sad over facelifted former soft porn model .	TIN
63792	( 2020 election season ) Trump : my dick is the most magnificent dick . Just tremendous . Leftists : prove it you Russian puppet ! Trump : * whips dick out in fit of senility * Conservatives : * vote Trump to victory *	TIN
73118	@USER @USER @USER @USER @USER I did not admit anything ! Read my Tweet again please ! English is my 3rd language but I am rather good at it ! Antifa are the Nazis ! They can name them self the Messiah they would still be thugs fighting against freedom and free speach ! BTW free speach is not hate speach . Man up !	TIN
44884	6 people are dead after shooting spree in California @USER URL @USER so those thoughts & prayers are working good for gun control	UNT
51617	@USER THIS IS SO FUCKINGNDBS FUNNYHEJS	UNT
96573	@USER I cackle at something different shit every time I watch it lol	UNT
21146	@USER They embraced Antifa . Career killer .	TIN
86725	@USER @USER @USER Don't know who he is and don't really care .... Some rich dude that probably hates our President and our country ...	TIN
53357	@USER @USER Idk what to think about her ... but with her eyes like they r ... she is naturally bugging out all the time ... which is untrustworthy	UNT
95643	" @USER And republicans fall right in line and say these are serious accusations we must postpone the vote until we hear from her "" . Many republicans are not interested in being conservatives . """	UNT
66845	@USER EXPOSE these demons violating our Constitution with violence & threats to run govt instead of winning at the polls ! Name them domestic terrorists & jail them all .	TIN
37252	@USER Antifa is a terrorist organization	TIN
91451	@USER Monte ... who fuckin knows at this point	UNT
27002	@USER No better or worse than your darling brat Antifa bashing people’s head in . Love to see the mug shots . They look like meth heads .	TIN
98434	@USER HOLY SHIT NO WAY	UNT
35505	Actually antifa makes u want to kick them right in the teeth URL	UNT
99831	@USER WHO FUCKING CARES ?!? He was IN HIS HOME Some armed cop invaded his home and killed him She is guilty . End . Of . Story .	UNT
29563	@USER WHAT THE FUCK YOURE SO GORGEOUS IM ACTUALLY SOBBING	TIN
75215	@USER @USER She is useless . Attempts to do the right thing but never follows through .	TIN
15823	" @USER i bet he is sayin wat his daddy says most ... Don't start me baby "" 😂😂😂 """	TIN
90490	@USER @USER She doesn't support stand you ground or arming teachers . Gun control . Idaho believes in gun rights . Zero chance .	TIN
49383	@USER sis Mandys no nose havin ass from the grim adventures of billy and Mandy can smell that shit wheeew URL	TIN
84989	@USER Do it shithouse	UNT
89589	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I just blocked 3 asses .	UNT
85971	@USER Man I hope I don’t die before Florence hits .. I heard he is going to be a great time !!	UNT
92914	" @USER @USER @USER @USER This is as bad as those right wing nutjobs that scream Now is not the time !! "" to talk about things like gun control when a school gets shot up This is EXACTLY the time , when people are paying attention , when someone has just lost their life to something horrible & preventable """	UNT
69703	@USER @USER OH FUCK-	UNT
14285	@USER @USER Very pathetic man !	TIN
17391	@USER The Liberals are mentally unstable !!	TIN
37170	@USER already my ass i had so many fucking shots tonight	UNT
15222	@USER The lies i keep hearing everyday sigh * INHALES * IM TIRED OF YOU PUTTING YOURSELF DOWN AND IF PPL DONT SEE HOW BEAUTIFUL MY BESTFRIEND IS THEN ITS THEIR PROBLEM You are beautiful ive seen iT so its my place to tell you you are beautiful and i accept nothing less . If not more 😤	UNT
32103	@USER Nike lost $3.75 billion after kaepernick was named face of “ just do it ” bullshit .	TIN
60096	@USER @USER Bit of a celebrity😂😂😂 my Ass !	UNT
30803	@USER Holy shit thank you so much . Up until the Mine craft I that that because it wasn't on TV anymore that it had ended . I was very very wrong .	UNT
33057	@USER Awesome Agree Yeah man Preach Wait ... what did i just read ? Oh shit	UNT
32580	@USER bITCHC IM UWUING	UNT
45068	@USER She is drinking so much koolaid she’s bloated .	TIN
18834	@USER @USER Thats correct !!! #MAGA	TIN
18574	@USER Seriously ??.... Guess comedy is easier to get viral .... Have you tried drawing shit ? XD	UNT
77620	@USER So a pathological liar is going to give the Judge a lecture on credibility because the judge won’t admit to something he didn’t do ... and we are the stupid ones .... 😳 And liberals have no shame in the ignorance of their elected representatives .	TIN
72982	@USER @USER @USER @USER @USER That was fucking fast holy shit lol	UNT
26317	" @USER HAHAHAHAHAHAHAHA !!! She may need to change her strategy . Acting like a spoiled child ... throwing a tantrum and showing the world what a sore loser she is ... on national television ... isn't a great way to improve how anyone "" is viewed . """	TIN
85538	@USER @USER She doesn’t remember her clothes or his clothes or the house or how she got there or what songs they were playing or what exact date . This is nothing but weaponizing me too with false accusations for ulterior motives . But if Fiberals can defend #antifa terrorists this is nothing .	TIN
84077	@USER Ur head bout big as shit	TIN
30085	@USER @USER Mxm nigger thinks we give a fuck URL	TIN
39447	@USER @USER Mental case for sure	UNT
65703	@USER IM VERY HORIBBLE AND SHITTY THATS HOW I AM😭	UNT
54753	@USER @USER #Westminster @USER #Tories @USER @USER @USER #Brexiteers #OutOfTheEU @USER We think not #AnnaSourpuss 😠 Best for the #UK 🇬🇧 without a doubt is to #Leave with #NoEUDeal & just get on forging 🌍 trade deals & say to the #EU #FuckEU 💪	TIN
84816	@USER @USER You will be sadly disappointed as they conservatives are also marxists ... they now control a police state ......... ONLY UKIP WILL SET THE COUNTRY FREE	UNT
17890	@USER Flake is a perfect name for this weirdo !	TIN
89043	-You would never guess that this employee plays Covet ( a fashion game ) on her iPad in her free time . 📱 -She has a strange phobia of dogs . 🐕 -She is amazingly weird ! She can jump over her foot while it is in ... URL	TIN
26783	Anyone surprised ? @USER #CloserNation #MAGA #QAnon URL	TIN
52798	@USER Google go to hell !	TIN
43820	@USER FASCIST LEFT ARE EVERYWHERE . We must crush them ; boycotts work folks .	UNT
80349	@USER So fuckinggg cute 😍	UNT
31196	@USER Shes so old that shes been pushing gun control since the Lincoln assassination .	TIN
49939	@USER Not if you are from Wisconsin . And it’s a bubbler . And duck duck goose .	TIN
50121	@USER idk u too well but that must be a fuckin delicious corn chip that someone misses dearly	UNT
80107	@USER I used to do signifing monkey by heart . Played it for the wife and she is like what the hell ?	TIN
44825	-found out there's more gun control you can't do mass murder in schools or theatres on Oct 21 has anyone done this joke yet	TIN
76709	" @USER @USER @USER @USER This is great ! Mark The Great One "" Levin and Candace "" The Great "" Owens together ! This team is unbeatable ! They just sent liberals into a frenzy again ! A whole block of liberal voters just had their heads explode ! And ... sadly , Alyssa Milano just wet her pants again ! Great team ! """	TIN
95773	@USER @USER She is a fake . Vote her out . Now she wants sympathy .	TIN
58056	Opportunist to the max . An evil lier also . URL	UNT
29927	@USER Yes .. shit just move with the wind 😂😂😂😂😂😂she just keep blessing us 😩😩😩😩 ❤ ️🤷🏼‍♂️🤦‍♀️	UNT
84569	@USER Literally Sam is quitting smoking mid competition and obviously having some mood swings from it . She is a fantastic human being and you’re portraying her as shit and portraying JC as a cute little dude when he groped Tyler in his sleep . Shame .	UNT
80858	@USER @USER @USER @USER uses rehab as a place to escape when she’s in trouble . She makes jokes of her situation . She should be in jail for assaulting a police officer and threatening to kill him . She is classless . She should leave with boring Carole .	TIN
21734	@USER BITCH	TIN
24354	@USER He and Obama must be copying each other does any democrat have their own thought PLEASE !!!	TIN
81470	" #maga #christineford #trump2020 #tcot #ccot #AmericaFirst #Patriots @USER #BrettKavanaugh had this to say about Bill Clinton during Whitewater : It's imperative to make his pattern of revolting behavior clear -- piece by painful piece . "" Indeed . URL "	TIN
36865	@USER that's fucking gross .	UNT
60566	" @USER GIVE ME A FUCKING MIC """""	UNT
61576	@USER So what ur saying is that it is in fact chicken shit and you are eating chicken shit URL	UNT
37582	@USER the only thing i know about gun control is how to have great aim .	UNT
77105	@USER in the fake national emergency that was created by conservatives for their nwo bullshit	TIN
93601	@USER @USER @USER I am sure he is doing that in his organization . Also respect is a two way street . Law enforcement job is to protect and SERVE its citizens . It like they miss that part .	TIN
35524	Was this a threat from @USER #DangerousDemocrats #maga URL	TIN
54509	@USER @USER @USER @USER Fuck yeah !!!	UNT
36226	@USER @USER F Hope ! Since he’s ‘ NOT smarter than a 5th grader ’ maybe she is !	TIN
53458	@USER This shit gon keep me in the crib lol fuck it	TIN
45521	@USER @USER Liberals have no shame . To them the outcome justifies the mean	TIN
34178	@USER @USER She is better than all this shit . She is better than anything . ❤ ️	UNT
13230	Even Obama Trade Rep Acknowledges : Trump Is Cleaning Up An OLD Global Trade Mess URL #maga #MakeAmericaGreatAgain #makeamericaamericaagain #makeamericastrongagain #makeamericasafeagain #makeamericasaneagain	UNT
40317	@USER @USER SOME THINGS NEVER CHANGE ! In 1991 #SCOTUS Clarence Thomas’s #HighTechLynching by @USER @USER & @USER #MAGA FIGHT BACK against these lies ! #ConfirmKavanaugh @USER @USER @USER @USER #DJT #Kavanaugh #MeToo URL	UNT
67606	* waits for a buncha braindead rednecks to burn the Levi's that they're wearing and get hauled off to the ER en masse * URL	UNT
77048	@USER @USER @USER Yeah @USER probably views groups like Antifa and EFF as moderates . People who are against farm murders are labeled just as extreme as people singing songs about actually killing those farmers . Crazy times we live in . @USER	UNT
27161	@USER Sam was singing and they DiDNT tell her to stop singing and she thanked them !! Unbelievable !!! Who the hell is she talking to ?! It's bad enough when she is talking to one of the houseguest !! But to keep talking to herself ! Wonder what her family think about her going nuts !	TIN
96159	@USER It’s going to suck with any rating . Venom without the Spiderman origin isn’t really Venom . This is just a Sony cash grab .	UNT
77294	@USER @USER She is an ugly black hearted troll URL	TIN
90701	@USER What exactly is it about Willy that anyone with half a brain would consider conservative ? The guy is literally a poster child for Liberals	TIN
20989	@USER Everyone saying Fuck Russ dont know a damn thing about him or watched the interview 🤷‍♂️🤷‍♂️🤷‍♂️	UNT
25944	@USER @USER So we should be denouncing Democrats & their ANTIFA Thugs ? Done & Done !!!	TIN
12987	. @USER tells us she is an unserious attention seeker URL #iphone @USER @USER @USER	TIN
17439	" 1/ Resists newest tactic against conservatives . They have decided to trend disarmthem "" And advocates attempting to take a weapon from people open carrying . 1 . open carry hopefully has retention on their holster . 2 . This is likely to result in being fired upon by 2nd party . """	UNT
68840	@USER Chelsea is as crazy as her mother	TIN
48421	@USER @USER @USER You bring up a great point . These morons really look at life like it's the movies . They do it in the gun control debate all the time . They seriously think that a shootout with a bad guy will never hurt bystanders . It's why they want to arm teachers . Idiots !	TIN
80561	@USER @USER There are many dumb arguments for gun control but this may be the dumbest and most common .	TIN
56010	@USER Got to be about the dumbest thing ever .	UNT
84950	@USER @USER @USER @USER Yes . Yes he is !	UNT
31309	@USER Oh shit .	UNT
34510	@USER @USER @USER Bullshit ! Regulations are good because it keeps conservatives from striping our land into the Abyss	TIN
58213	@USER @USER That’s so sad and terrifying ; I know it’s been dropped to a 2 but all the reports I’ve seen says that doesn’t mean shit for this storm . All you have to do is look at pictures of that thing to realize it’s a fucking BEAST	UNT
47490	@USER CBS sez CEO Leslie Moonves ' out on his ass after several allegations he was chasing ass ... COO Joseph Iannello will be interim CEO until somebody accuses him of the same thing ... This ' shit ' never ends ... Ooops ...	TIN
12609	The only thing the Democrats have is lying and stalling to stop Trump from being #President . What have they done for you lately . #Trump #Kavanaugh #MAGA #DEMSUCK	TIN
60981	@USER I ain’t fucking w/u today lol	UNT
25469	@USER She’s one of those ‘ kooky ’ liberals .	TIN
66349	" @USER it's literally a narrative that is on par with Nazis punch , antifa punch , they are two sides of the same coin . "" noooOOoOo one of these groups wants to exterminate or deport all PoC and Jews , the other just wants to prevent them from doing that , and this comparison benefits fash """	UNT
79057	@USER @USER Smut straight from hell	UNT
64496	@USER Dishonored zone where you have to balance on dangerously high edges in a shitty ghetto overrun with rats and bloodflies	TIN
38235	@USER @USER @USER you are a sexy perverse woman😍😍😍😋😋😋😉😉😈	TIN
13692	@USER Holy shit of all people to say that a Nebraska fan . Please take your dead program somewhere else and keep your VCR around to watch highlights from the 90s .	TIN
71104	@USER This sicko thinks that others scheme and lie like he and a lot of the liberals do . Remember Rham Emanuel’s famous quote “ You never let a serious crisis go to waste ”	TIN
38886	@USER She is delusional ! Get rid of Electoral College so she and her corruption cronies can ruin the USA ! They almost did !!! #VoteRedToSaveAmerica #MAGA 🇺🇸🇺🇸🇺🇸	UNT
38394	@USER come eat me 🤤😍🍽😖	UNT
89118	@USER @USER @USER They are both governmental issues . This lady is mad that the government uses a portion of taxes to support planned parenthood which offers abortions . I said if she is really pro life then stop supporting the taxes that help Israel kill Palestinians . Kills school children	UNT
77343	@USER You bet it has . England is doomed . Liberals everywhere are destroying our lives by collaborating with Muslims . The Royal Family bloodline mixes with Muslims going way back . Do you think this is an accident ? Read this : URL	TIN
15618	@USER American liberals will eat their own young to maintain power . Everyone is a racist a rapist a fascist keep everyone addicted to social programs don’t teach them to fend keep them addicted to government don’t let them think for themselves dems will keep black n Hispanics chained	TIN
33861	@USER I like that after dating for 8 months you finally understand it when I cringe at the word cock lol	UNT
46033	@USER I AM SO WEAK SHE REALLY BEAT HER ASS	TIN
88594	@USER It's been up since Sunday night . He is a sloth .	TIN
58523	@USER Let me borrow yo shit first 🤣	TIN
30006	@USER What will German’s will give us ? Gun control ?	UNT
41523	@USER @USER Irish will not like my tweet at all ... But why was Ireland nuetral in WWII ?? So Bono gives a NAZI salute ... yawn . nothing new .	UNT
60107	@USER Fake News	UNT
49896	@USER @USER Without question Professor Ford is troubled that's being polite . Half the women in the world ( probably more ) have been groped at one time or an other and don't hold on to it for 40 years . This is obviously a political ploy to deter scotus confirmation . @USER #MAGA	TIN
90308	@USER BITCH I JUST POSTED ABOUT THAT KDKSKSKS I HOPE YOU GET BETTER SOON	TIN
85409	. @USER As my elected MP could you please explain why @USER is still promoting ideas that the EU have already rejected ? We've 6 months to go and nothing appears to be moving onward . @USER are like the blind leading the blind #brexitshambles #BrexitMeansBrexit URL	TIN
24918	@USER you fuckass	TIN
50390	@USER I don't know anything about the kkk although I believe the democrats fund them like they always did . I think the Dems main terror group these days is antifa .	TIN
83457	@USER @USER Wow !!! Never thought I'd see the left actually admitting they want to shut down free speech unless it's their own . At least they are admitting they are the facist . After all they did create the 2 most facist groups ... ANTIFA and KKK .	TIN
38330	@USER I know what that storm is gonna do ... but those photos are just the shit bro .	UNT
80570	@USER @USER Truly has got to be the most idiotic thing I've ever seen .	UNT
83376	@USER He doesn’t want to give anything to POTUS !	UNT
37213	@USER @USER who really cares about any of this wack ass beef ??? 😂💀	UNT
63005	@USER Fuckkk 😂😂 I know I seen bitch that’s a slapper lmao	TIN
34521	@USER @USER At least you got to experience the 90s though . These 90s and 2000s born missed out on a great decade . It's been an increasingly worse shit show since lol	UNT
51153	@USER We are so glad we don’t know anyone like those miscreant . Pitiful bunch .	TIN
55281	" @USER @USER @USER Well , they'll cut out 299 pages and replace it with 1 saying everyone needs more chlorine "" C'mon are you chicken ? """	TIN
83241	@USER Oh shit this will trigger some bigots	UNT
80399	@USER Wayne say he trying out do drake so this shit gotta be decent at least !	TIN
35384	" @USER @USER Ain't nobody bitter here . Women who know their worth spending their life upgrading "" somebody son but actually LIVING it and becoming their best versions for THEMSELVES . You go look cute on your maid outfit , like you always do """	TIN
36699	@USER FUCK OFF	UNT
96871	@USER Yeah sucks honestly but I plan on coming back on variety rather than fortnite and if the opportunities are nice to start esport on another game but I can approve that fortnite esport is over for me .	TIN
68621	" . @USER Maybe Kavanaugh should withdraw , spare country tinderbox "" hearing #TTT URL What are you afraid of @USER ? He is going to be on the court and the GOP is going to expand their majorities . You are pissing on a red ant hill """	TIN
70434	@USER Funny Human Rights He is Pro Abortion That settles it He lies pacified deceives Playboy	TIN
56181	@USER Thank you Ms Desanctis ! I'm comforted that not all conservatives are letting their ambition blind their conscience . Sexual assault/harassment has been a plague on society for centuries - that should NOT make it a conservative or traditionalist cause !	TIN
23255	" @USER @USER @USER Conservatives are whining "" . There , I fixed the typo for you . """	UNT
53551	@USER @USER Bitch shut up he building his self esteem	TIN
82171	@USER @USER Because 45% of Americans are too lazy to vote . Non-voters skew liberal . And too many liberals who do vote throw their vote away on 3rd party losers . Next question ?	TIN
32196	@USER Animal is the operative word !	UNT
20416	@USER He's butt hurt just like HRC .	UNT
60071	@USER Character and Clinton . Cartoon maybe	TIN
66883	@USER WHAT THE FUCK	UNT
28195	@USER @USER @USER gun control ! That is all these kids are asking for !	TIN
46114	" @USER its so cool that the blind idiot god "" concept is already a real thing from a religion thousands of years old but peopl ehave to make it a fucking cthulhu reference for retard cred """	UNT
92852	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I’m not sure where I’m a fan of yet but i know I definitely suck hahaha	UNT
39492	@USER @USER Well he's a liberal so that explains it . Who knows the shooter may be a liberal as far as he knows . Liberals are very hateful violent people and must be defeated !	TIN
84775	@USER Let her come to DC and testify by being safely surrounded by the DNC’s street army #Antifa and even let them wear those cute black masks . That way Americans can see the diversity of the Democrat party and how they protect their own . Good ?	TIN
74004	@USER @USER Leftists showing yet again how vile they can be	TIN
85851	Ain’t no pussy good enough to get broke while I’m in it	UNT
66057	@USER Oh my god . They’re so fucking cute .	UNT
40731	@USER fuck yeah !	UNT
29695	#prouduncle 😍 she is the finest cheerleader of them all💙 te amo stinky butt💝 URL	TIN
60881	@USER HE IS MOE	UNT
99942	@USER @USER Choosing heartless politician over your ancestors country . Speaks volumes as to who you are .	UNT
70133	@USER fuck russ 110%	UNT
86646	@USER I bet she`s had more prick`s than a second-hand pincushion ! #MAGA 🇬🇧🇺🇸	TIN
35995	How does this #MAGA ...?!? Is this our tax dollars at work ...?!? URL	UNT
14877	@USER Rip lmao who knows 😂 that's why I'm trying so hard not to expose my shits since they can't never relate anyway	TIN
